TrakPro Version 5.2.0.0 ASCII Data File

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201943009
Test Name:,Test 44
Start Date:,06/12/2022
Start Time:,07:33:45
Duration (dd:hh:mm:ss):,00:00:38:58
Log Interval (mm:ss):,00:01
Number of points:,2338
Description:,

Statistics Channel: ,MC
06/12/2022,07:34:55,0.055
06/12/2022,07:34:56,0.057
06/12/2022,07:34:57,0.059
06/12/2022,07:34:58,0.061
06/12/2022,07:34:59,0.067
06/12/2022,07:35:00,0.060
06/12/2022,07:35:01,0.049
06/12/2022,07:35:02,0.068
06/12/2022,07:35:03,0.058
06/12/2022,07:35:04,0.058
06/12/2022,07:35:05,0.055
06/12/2022,07:35:06,0.054
06/12/2022,07:35:07,0.055
06/12/2022,07:35:08,0.056
06/12/2022,07:35:09,0.054
06/12/2022,07:35:10,0.052
06/12/2022,07:35:11,0.055
06/12/2022,07:35:12,0.057
06/12/2022,07:35:13,0.053
06/12/2022,07:35:14,0.051
06/12/2022,07:35:15,0.054
06/12/2022,07:35:16,0.056
06/12/2022,07:35:17,0.055
06/12/2022,07:35:18,0.055
06/12/2022,07:35:19,0.056
06/12/2022,07:35:20,0.060
06/12/2022,07:35:21,0.064
06/12/2022,07:35:22,0.060
06/12/2022,07:35:23,0.058
06/12/2022,07:35:24,0.055
06/12/2022,07:35:25,0.052
06/12/2022,07:35:26,0.053
06/12/2022,07:35:27,0.056
06/12/2022,07:35:28,0.055
06/12/2022,07:35:29,0.052
06/12/2022,07:35:30,0.082
06/12/2022,07:35:31,0.062
06/12/2022,07:35:32,0.060
06/12/2022,07:35:33,0.058
06/12/2022,07:35:34,0.049
06/12/2022,07:35:35,0.063
06/12/2022,07:35:36,0.063
06/12/2022,07:35:37,0.051
06/12/2022,07:35:38,0.054
06/12/2022,07:35:39,0.055
06/12/2022,07:35:40,0.056
06/12/2022,07:35:41,0.055
06/12/2022,07:35:42,0.056
06/12/2022,07:35:43,0.054
06/12/2022,07:35:44,0.054
06/12/2022,07:35:45,0.060
06/12/2022,07:35:46,0.057
06/12/2022,07:35:47,0.059
06/12/2022,07:35:48,0.056
06/12/2022,07:35:49,0.058
06/12/2022,07:35:50,0.063
06/12/2022,07:35:51,0.053
06/12/2022,07:35:52,0.061
06/12/2022,07:35:53,0.070
06/12/2022,07:35:54,0.056
06/12/2022,07:35:55,0.066
06/12/2022,07:35:56,0.055
06/12/2022,07:35:57,0.053
06/12/2022,07:35:58,0.054
06/12/2022,07:35:59,0.054
06/12/2022,07:36:00,0.058
06/12/2022,07:36:01,0.062
06/12/2022,07:36:02,0.055
06/12/2022,07:36:03,0.052
06/12/2022,07:36:04,0.059
06/12/2022,07:36:05,0.052
06/12/2022,07:36:06,0.058
06/12/2022,07:36:07,0.068
06/12/2022,07:36:08,0.060
06/12/2022,07:36:09,0.057
06/12/2022,07:36:10,0.072
06/12/2022,07:36:11,0.052
06/12/2022,07:36:12,0.055
06/12/2022,07:36:13,0.057
06/12/2022,07:36:14,0.065
06/12/2022,07:36:15,0.052
06/12/2022,07:36:16,0.052
06/12/2022,07:36:17,0.061
06/12/2022,07:36:18,0.060
06/12/2022,07:36:19,0.056
06/12/2022,07:36:20,0.047
06/12/2022,07:36:21,0.058
06/12/2022,07:36:22,0.059
06/12/2022,07:36:23,0.062
06/12/2022,07:36:24,0.062
06/12/2022,07:36:25,0.055
06/12/2022,07:36:26,0.060
06/12/2022,07:36:27,0.065
06/12/2022,07:36:28,0.053
06/12/2022,07:36:29,0.061
06/12/2022,07:36:30,0.053
06/12/2022,07:36:31,0.057
06/12/2022,07:36:32,0.054
06/12/2022,07:36:33,0.058
06/12/2022,07:36:34,0.055
06/12/2022,07:36:35,0.058
06/12/2022,07:36:36,0.057
06/12/2022,07:36:37,0.050
06/12/2022,07:36:38,0.071
06/12/2022,07:36:39,0.055
06/12/2022,07:36:40,0.060
06/12/2022,07:36:41,0.054
06/12/2022,07:36:42,0.055
06/12/2022,07:36:43,0.061
06/12/2022,07:36:44,0.058
06/12/2022,07:36:45,0.061
06/12/2022,07:36:46,0.052
06/12/2022,07:36:47,0.052
06/12/2022,07:36:48,0.063
06/12/2022,07:36:49,0.053
06/12/2022,07:36:50,0.052
06/12/2022,07:36:51,0.053
06/12/2022,07:36:52,0.055
06/12/2022,07:36:53,0.057
06/12/2022,07:36:54,0.058
06/12/2022,07:36:55,0.061
06/12/2022,07:36:56,0.057
06/12/2022,07:36:57,0.056
06/12/2022,07:36:58,0.067
06/12/2022,07:36:59,0.061
06/12/2022,07:37:00,0.061
06/12/2022,07:37:01,0.053
06/12/2022,07:37:02,0.056
06/12/2022,07:37:03,0.060
06/12/2022,07:37:04,0.060
06/12/2022,07:37:05,0.058
06/12/2022,07:37:06,0.057
06/12/2022,07:37:07,0.055
06/12/2022,07:37:08,0.052
06/12/2022,07:37:09,0.060
06/12/2022,07:37:10,0.059
06/12/2022,07:37:11,0.062
06/12/2022,07:37:12,0.054
06/12/2022,07:37:13,0.056
06/12/2022,07:37:14,0.050
06/12/2022,07:37:15,0.049
06/12/2022,07:37:16,0.056
06/12/2022,07:37:17,0.061
06/12/2022,07:37:18,0.057
06/12/2022,07:37:19,0.055
06/12/2022,07:37:20,0.056
06/12/2022,07:37:21,0.050
06/12/2022,07:37:22,0.049
06/12/2022,07:37:23,0.053
06/12/2022,07:37:24,0.059
06/12/2022,07:37:25,0.062
06/12/2022,07:37:26,0.056
06/12/2022,07:37:27,0.057
06/12/2022,07:37:28,0.067
06/12/2022,07:37:29,0.058
06/12/2022,07:37:30,0.058
06/12/2022,07:37:31,0.065
06/12/2022,07:37:32,0.056
06/12/2022,07:37:33,0.050
06/12/2022,07:37:34,0.055
06/12/2022,07:37:35,0.053
06/12/2022,07:37:36,0.050
06/12/2022,07:37:37,0.056
06/12/2022,07:37:38,0.056
06/12/2022,07:37:39,0.063
06/12/2022,07:37:40,0.057
06/12/2022,07:37:41,0.063
06/12/2022,07:37:42,0.061
06/12/2022,07:37:43,0.056
06/12/2022,07:37:44,0.050
06/12/2022,07:37:45,0.048
06/12/2022,07:37:46,0.053
06/12/2022,07:37:47,0.062
06/12/2022,07:37:48,0.062
06/12/2022,07:37:49,0.049
06/12/2022,07:37:50,0.054
06/12/2022,07:37:51,0.061
06/12/2022,07:37:52,0.052
06/12/2022,07:37:53,0.053
06/12/2022,07:37:54,0.064
06/12/2022,07:37:55,0.050
06/12/2022,07:37:56,0.051
06/12/2022,07:37:57,0.054
06/12/2022,07:37:58,0.057
06/12/2022,07:37:59,0.061
06/12/2022,07:38:00,0.059
06/12/2022,07:38:01,0.065
06/12/2022,07:38:02,0.056
06/12/2022,07:38:03,0.049
06/12/2022,07:38:04,0.054
06/12/2022,07:38:05,0.057
06/12/2022,07:38:06,0.058
06/12/2022,07:38:07,0.053
06/12/2022,07:38:08,0.054
06/12/2022,07:38:09,0.061
06/12/2022,07:38:10,0.062
06/12/2022,07:38:11,0.050
06/12/2022,07:38:12,0.053
06/12/2022,07:38:13,0.047
06/12/2022,07:38:14,0.060
06/12/2022,07:38:15,0.059
06/12/2022,07:38:16,0.055
06/12/2022,07:38:17,0.055
06/12/2022,07:38:18,0.059
06/12/2022,07:38:19,0.057
06/12/2022,07:38:20,0.056
06/12/2022,07:38:21,0.062
06/12/2022,07:38:22,0.053
06/12/2022,07:38:23,0.059
06/12/2022,07:38:24,0.051
06/12/2022,07:38:25,0.057
06/12/2022,07:38:26,0.053
06/12/2022,07:38:27,0.062
06/12/2022,07:38:28,0.053
06/12/2022,07:38:29,0.053
06/12/2022,07:38:30,0.057
06/12/2022,07:38:31,0.050
06/12/2022,07:38:32,0.069
06/12/2022,07:38:33,0.051
06/12/2022,07:38:34,0.053
06/12/2022,07:38:35,0.057
06/12/2022,07:38:36,0.058
06/12/2022,07:38:37,0.056
06/12/2022,07:38:38,0.064
06/12/2022,07:38:39,0.054
06/12/2022,07:38:40,0.060
06/12/2022,07:38:41,0.063
06/12/2022,07:38:42,0.056
06/12/2022,07:38:43,0.058
06/12/2022,07:38:44,0.056
06/12/2022,07:38:45,0.053
06/12/2022,07:38:46,0.059
06/12/2022,07:38:47,0.062
06/12/2022,07:38:48,0.051
06/12/2022,07:38:49,0.053
06/12/2022,07:38:50,0.054
06/12/2022,07:38:51,0.058
06/12/2022,07:38:52,0.061
06/12/2022,07:38:53,0.052
06/12/2022,07:38:54,0.049
06/12/2022,07:38:55,0.053
06/12/2022,07:38:56,0.064
06/12/2022,07:38:57,0.055
06/12/2022,07:38:58,0.052
06/12/2022,07:38:59,0.047
06/12/2022,07:39:00,0.066
06/12/2022,07:39:01,0.056
06/12/2022,07:39:02,0.057
06/12/2022,07:39:03,0.055
06/12/2022,07:39:04,0.056
06/12/2022,07:39:05,0.061
06/12/2022,07:39:06,0.055
06/12/2022,07:39:07,0.054
06/12/2022,07:39:08,0.053
06/12/2022,07:39:09,0.062
06/12/2022,07:39:10,0.052
06/12/2022,07:39:11,0.061
06/12/2022,07:39:12,0.055
06/12/2022,07:39:13,0.053
06/12/2022,07:39:14,0.059
06/12/2022,07:39:15,0.064
06/12/2022,07:39:16,0.065
06/12/2022,07:39:17,0.050
06/12/2022,07:39:18,0.051
06/12/2022,07:39:19,0.058
06/12/2022,07:39:20,0.053
06/12/2022,07:39:21,0.056
06/12/2022,07:39:22,0.058
06/12/2022,07:39:23,0.050
06/12/2022,07:39:24,0.054
06/12/2022,07:39:25,0.052
06/12/2022,07:39:26,0.060
06/12/2022,07:39:27,0.061
06/12/2022,07:39:28,0.069
06/12/2022,07:39:29,0.055
06/12/2022,07:39:30,0.055
06/12/2022,07:39:31,0.050
06/12/2022,07:39:32,0.056
06/12/2022,07:39:33,0.058
06/12/2022,07:39:34,0.065
06/12/2022,07:39:35,0.067
06/12/2022,07:39:36,0.062
06/12/2022,07:39:37,0.070
06/12/2022,07:39:38,0.056
06/12/2022,07:39:39,0.047
06/12/2022,07:39:40,0.055
06/12/2022,07:39:41,0.052
06/12/2022,07:39:42,0.055
06/12/2022,07:39:43,0.057
06/12/2022,07:39:44,0.058
06/12/2022,07:39:45,0.060
06/12/2022,07:39:46,0.049
06/12/2022,07:39:47,0.054
06/12/2022,07:39:48,0.058
06/12/2022,07:39:49,0.060
06/12/2022,07:39:50,0.057
06/12/2022,07:39:51,0.059
06/12/2022,07:39:52,0.059
06/12/2022,07:39:53,0.053
06/12/2022,07:39:54,0.053
06/12/2022,07:39:55,0.056
06/12/2022,07:39:56,0.057
06/12/2022,07:39:57,0.053
06/12/2022,07:39:58,0.062
06/12/2022,07:39:59,0.053
06/12/2022,07:40:00,0.088
06/12/2022,07:40:01,0.093
06/12/2022,07:40:02,0.086
06/12/2022,07:40:03,0.066
06/12/2022,07:40:04,0.059
06/12/2022,07:40:05,0.059
06/12/2022,07:40:06,0.052
06/12/2022,07:40:07,0.055
06/12/2022,07:40:08,0.052
06/12/2022,07:40:09,0.054
06/12/2022,07:40:10,0.059
06/12/2022,07:40:11,0.054
06/12/2022,07:40:12,0.056
06/12/2022,07:40:13,0.082
06/12/2022,07:40:14,0.053
06/12/2022,07:40:15,0.057
06/12/2022,07:40:16,0.058
06/12/2022,07:40:17,0.048
06/12/2022,07:40:18,0.057
06/12/2022,07:40:19,0.051
06/12/2022,07:40:20,0.053
06/12/2022,07:40:21,0.053
06/12/2022,07:40:22,0.050
06/12/2022,07:40:23,0.051
06/12/2022,07:40:24,0.057
06/12/2022,07:40:25,0.053
06/12/2022,07:40:26,0.053
06/12/2022,07:40:27,0.057
06/12/2022,07:40:28,0.058
06/12/2022,07:40:29,0.060
06/12/2022,07:40:30,0.056
06/12/2022,07:40:31,0.056
06/12/2022,07:40:32,0.058
06/12/2022,07:40:33,0.048
06/12/2022,07:40:34,0.057
06/12/2022,07:40:35,0.060
06/12/2022,07:40:36,0.051
06/12/2022,07:40:37,0.053
06/12/2022,07:40:38,0.057
06/12/2022,07:40:39,0.058
06/12/2022,07:40:40,0.055
06/12/2022,07:40:41,0.092
06/12/2022,07:40:42,0.057
06/12/2022,07:40:43,0.057
06/12/2022,07:40:44,0.061
06/12/2022,07:40:45,0.054
06/12/2022,07:40:46,0.055
06/12/2022,07:40:47,0.055
06/12/2022,07:40:48,0.053
06/12/2022,07:40:49,0.047
06/12/2022,07:40:50,0.054
06/12/2022,07:40:51,0.050
06/12/2022,07:40:52,0.059
06/12/2022,07:40:53,0.050
06/12/2022,07:40:54,0.059
06/12/2022,07:40:55,0.059
06/12/2022,07:40:56,0.059
06/12/2022,07:40:57,0.056
06/12/2022,07:40:58,0.045
06/12/2022,07:40:59,0.059
06/12/2022,07:41:00,0.050
06/12/2022,07:41:01,0.049
06/12/2022,07:41:02,0.057
06/12/2022,07:41:03,0.053
06/12/2022,07:41:04,0.059
06/12/2022,07:41:05,0.050
06/12/2022,07:41:06,0.052
06/12/2022,07:41:07,0.057
06/12/2022,07:41:08,0.056
06/12/2022,07:41:09,0.050
06/12/2022,07:41:10,0.052
06/12/2022,07:41:11,0.056
06/12/2022,07:41:12,0.057
06/12/2022,07:41:13,0.052
06/12/2022,07:41:14,0.052
06/12/2022,07:41:15,0.047
06/12/2022,07:41:16,0.061
06/12/2022,07:41:17,0.055
06/12/2022,07:41:18,0.066
06/12/2022,07:41:19,0.057
06/12/2022,07:41:20,0.055
06/12/2022,07:41:21,0.067
06/12/2022,07:41:22,0.059
06/12/2022,07:41:23,0.062
06/12/2022,07:41:24,0.051
06/12/2022,07:41:25,0.054
06/12/2022,07:41:26,0.057
06/12/2022,07:41:27,0.050
06/12/2022,07:41:28,0.051
06/12/2022,07:41:29,0.068
06/12/2022,07:41:30,0.064
06/12/2022,07:41:31,0.050
06/12/2022,07:41:32,0.059
06/12/2022,07:41:33,0.064
06/12/2022,07:41:34,0.056
06/12/2022,07:41:35,0.049
06/12/2022,07:41:36,0.052
06/12/2022,07:41:37,0.054
06/12/2022,07:41:38,0.058
06/12/2022,07:41:39,0.064
06/12/2022,07:41:40,0.052
06/12/2022,07:41:41,0.057
06/12/2022,07:41:42,0.059
06/12/2022,07:41:43,0.057
06/12/2022,07:41:44,0.061
06/12/2022,07:41:45,0.049
06/12/2022,07:41:46,0.060
06/12/2022,07:41:47,0.048
06/12/2022,07:41:48,0.058
06/12/2022,07:41:49,0.059
06/12/2022,07:41:50,0.058
06/12/2022,07:41:51,0.054
06/12/2022,07:41:52,0.063
06/12/2022,07:41:53,0.063
06/12/2022,07:41:54,0.058
06/12/2022,07:41:55,0.058
06/12/2022,07:41:56,0.056
06/12/2022,07:41:57,0.056
06/12/2022,07:41:58,0.062
06/12/2022,07:41:59,0.055
06/12/2022,07:42:00,0.059
06/12/2022,07:42:01,0.047
06/12/2022,07:42:02,0.057
06/12/2022,07:42:03,0.051
06/12/2022,07:42:04,0.048
06/12/2022,07:42:05,0.045
06/12/2022,07:42:06,0.058
06/12/2022,07:42:07,0.054
06/12/2022,07:42:08,0.056
06/12/2022,07:42:09,0.056
06/12/2022,07:42:10,0.054
06/12/2022,07:42:11,0.058
06/12/2022,07:42:12,0.058
06/12/2022,07:42:13,0.052
06/12/2022,07:42:14,0.053
06/12/2022,07:42:15,0.054
06/12/2022,07:42:16,0.051
06/12/2022,07:42:17,0.062
06/12/2022,07:42:18,0.068
06/12/2022,07:42:19,0.053
06/12/2022,07:42:20,0.059
06/12/2022,07:42:21,0.058
06/12/2022,07:42:22,0.049
06/12/2022,07:42:23,0.050
06/12/2022,07:42:24,0.054
06/12/2022,07:42:25,0.054
06/12/2022,07:42:26,0.065
06/12/2022,07:42:27,0.054
06/12/2022,07:42:28,0.054
06/12/2022,07:42:29,0.051
06/12/2022,07:42:30,0.064
06/12/2022,07:42:31,0.049
06/12/2022,07:42:32,0.060
06/12/2022,07:42:33,0.061
06/12/2022,07:42:34,0.048
06/12/2022,07:42:35,0.057
06/12/2022,07:42:36,0.049
06/12/2022,07:42:37,0.057
06/12/2022,07:42:38,0.053
06/12/2022,07:42:39,0.061
06/12/2022,07:42:40,0.093
06/12/2022,07:42:41,0.066
06/12/2022,07:42:42,0.055
06/12/2022,07:42:43,0.057
06/12/2022,07:42:44,0.050
06/12/2022,07:42:45,0.059
06/12/2022,07:42:46,0.065
06/12/2022,07:42:47,0.065
06/12/2022,07:42:48,0.060
06/12/2022,07:42:49,0.050
06/12/2022,07:42:50,0.050
06/12/2022,07:42:51,0.066
06/12/2022,07:42:52,0.059
06/12/2022,07:42:53,0.050
06/12/2022,07:42:54,0.055
06/12/2022,07:42:55,0.065
06/12/2022,07:42:56,0.068
06/12/2022,07:42:57,0.060
06/12/2022,07:42:58,0.051
06/12/2022,07:42:59,0.054
06/12/2022,07:43:00,0.052
06/12/2022,07:43:01,0.051
06/12/2022,07:43:02,0.058
06/12/2022,07:43:03,0.059
06/12/2022,07:43:04,0.052
06/12/2022,07:43:05,0.055
06/12/2022,07:43:06,0.052
06/12/2022,07:43:07,0.061
06/12/2022,07:43:08,0.070
06/12/2022,07:43:09,0.064
06/12/2022,07:43:10,0.060
06/12/2022,07:43:11,0.055
06/12/2022,07:43:12,0.069
06/12/2022,07:43:13,0.063
06/12/2022,07:43:14,0.057
06/12/2022,07:43:15,0.063
06/12/2022,07:43:16,0.060
06/12/2022,07:43:17,0.057
06/12/2022,07:43:18,0.054
06/12/2022,07:43:19,0.059
06/12/2022,07:43:20,0.057
06/12/2022,07:43:21,0.055
06/12/2022,07:43:22,0.066
06/12/2022,07:43:23,0.054
06/12/2022,07:43:24,0.058
06/12/2022,07:43:25,0.065
06/12/2022,07:43:26,0.047
06/12/2022,07:43:27,0.057
06/12/2022,07:43:28,0.044
06/12/2022,07:43:29,0.059
06/12/2022,07:43:30,0.058
06/12/2022,07:43:31,0.055
06/12/2022,07:43:32,0.056
06/12/2022,07:43:33,0.055
06/12/2022,07:43:34,0.055
06/12/2022,07:43:35,0.052
06/12/2022,07:43:36,0.060
06/12/2022,07:43:37,0.056
06/12/2022,07:43:38,0.054
06/12/2022,07:43:39,0.057
06/12/2022,07:43:40,0.055
06/12/2022,07:43:41,0.058
06/12/2022,07:43:42,0.056
06/12/2022,07:43:43,0.062
06/12/2022,07:43:44,0.063
06/12/2022,07:43:45,0.050
06/12/2022,07:43:46,0.057
06/12/2022,07:43:47,0.054
06/12/2022,07:43:48,0.055
06/12/2022,07:43:49,0.059
06/12/2022,07:43:50,0.065
06/12/2022,07:43:51,0.054
06/12/2022,07:43:52,0.057
06/12/2022,07:43:53,0.052
06/12/2022,07:43:54,0.077
06/12/2022,07:43:55,0.063
06/12/2022,07:43:56,0.061
06/12/2022,07:43:57,0.055
06/12/2022,07:43:58,0.053
06/12/2022,07:43:59,0.059
06/12/2022,07:44:00,0.055
06/12/2022,07:44:01,0.050
06/12/2022,07:44:02,0.059
06/12/2022,07:44:03,0.056
06/12/2022,07:44:04,0.055
06/12/2022,07:44:05,0.054
06/12/2022,07:44:06,0.066
06/12/2022,07:44:07,0.057
06/12/2022,07:44:08,0.058
06/12/2022,07:44:09,0.055
06/12/2022,07:44:10,0.052
06/12/2022,07:44:11,0.062
06/12/2022,07:44:12,0.050
06/12/2022,07:44:13,0.046
06/12/2022,07:44:14,0.046
06/12/2022,07:44:15,0.058
06/12/2022,07:44:16,0.051
06/12/2022,07:44:17,0.059
06/12/2022,07:44:18,0.053
06/12/2022,07:44:19,0.053
06/12/2022,07:44:20,0.054
06/12/2022,07:44:21,0.051
06/12/2022,07:44:22,0.057
06/12/2022,07:44:23,0.058
06/12/2022,07:44:24,0.147
06/12/2022,07:44:25,0.102
06/12/2022,07:44:26,0.075
06/12/2022,07:44:27,0.056
06/12/2022,07:44:28,0.062
06/12/2022,07:44:29,0.062
06/12/2022,07:44:30,0.059
06/12/2022,07:44:31,0.061
06/12/2022,07:44:32,0.049
06/12/2022,07:44:33,0.055
06/12/2022,07:44:34,0.051
06/12/2022,07:44:35,0.061
06/12/2022,07:44:36,0.057
06/12/2022,07:44:37,0.052
06/12/2022,07:44:38,0.051
06/12/2022,07:44:39,0.052
06/12/2022,07:44:40,0.049
06/12/2022,07:44:41,0.065
06/12/2022,07:44:42,0.061
06/12/2022,07:44:43,0.061
06/12/2022,07:44:44,0.054
06/12/2022,07:44:45,0.061
06/12/2022,07:44:46,0.055
06/12/2022,07:44:47,0.065
06/12/2022,07:44:48,0.051
06/12/2022,07:44:49,0.050
06/12/2022,07:44:50,0.061
06/12/2022,07:44:51,0.051
06/12/2022,07:44:52,0.055
06/12/2022,07:44:53,0.056
06/12/2022,07:44:54,0.056
06/12/2022,07:44:55,0.057
06/12/2022,07:44:56,0.052
06/12/2022,07:44:57,0.060
06/12/2022,07:44:58,0.054
06/12/2022,07:44:59,0.067
06/12/2022,07:45:00,0.052
06/12/2022,07:45:01,0.056
06/12/2022,07:45:02,0.054
06/12/2022,07:45:03,0.048
06/12/2022,07:45:04,0.061
06/12/2022,07:45:05,0.060
06/12/2022,07:45:06,0.067
06/12/2022,07:45:07,0.058
06/12/2022,07:45:08,0.062
06/12/2022,07:45:09,0.057
06/12/2022,07:45:10,0.056
06/12/2022,07:45:11,0.053
06/12/2022,07:45:12,0.051
06/12/2022,07:45:13,0.057
06/12/2022,07:45:14,0.055
06/12/2022,07:45:15,0.067
06/12/2022,07:45:16,0.058
06/12/2022,07:45:17,0.059
06/12/2022,07:45:18,0.054
06/12/2022,07:45:19,0.056
06/12/2022,07:45:20,0.057
06/12/2022,07:45:21,0.066
06/12/2022,07:45:22,0.053
06/12/2022,07:45:23,0.057
06/12/2022,07:45:24,0.055
06/12/2022,07:45:25,0.051
06/12/2022,07:45:26,0.055
06/12/2022,07:45:27,0.062
06/12/2022,07:45:28,0.056
06/12/2022,07:45:29,0.054
06/12/2022,07:45:30,0.050
06/12/2022,07:45:31,0.059
06/12/2022,07:45:32,0.055
06/12/2022,07:45:33,0.056
06/12/2022,07:45:34,0.049
06/12/2022,07:45:35,0.055
06/12/2022,07:45:36,0.059
06/12/2022,07:45:37,0.057
06/12/2022,07:45:38,0.055
06/12/2022,07:45:39,0.062
06/12/2022,07:45:40,0.056
06/12/2022,07:45:41,0.053
06/12/2022,07:45:42,0.053
06/12/2022,07:45:43,0.055
06/12/2022,07:45:44,0.062
06/12/2022,07:45:45,0.064
06/12/2022,07:45:46,0.051
06/12/2022,07:45:47,0.065
06/12/2022,07:45:48,0.060
06/12/2022,07:45:49,0.057
06/12/2022,07:45:50,0.052
06/12/2022,07:45:51,0.054
06/12/2022,07:45:52,0.051
06/12/2022,07:45:53,0.055
06/12/2022,07:45:54,0.066
06/12/2022,07:45:55,0.053
06/12/2022,07:45:56,0.086
06/12/2022,07:45:57,0.056
06/12/2022,07:45:58,0.059
06/12/2022,07:45:59,0.053
06/12/2022,07:46:00,0.064
06/12/2022,07:46:01,0.060
06/12/2022,07:46:02,0.051
06/12/2022,07:46:03,0.061
06/12/2022,07:46:04,0.057
06/12/2022,07:46:05,0.053
06/12/2022,07:46:06,0.057
06/12/2022,07:46:07,0.049
06/12/2022,07:46:08,0.056
06/12/2022,07:46:09,0.066
06/12/2022,07:46:10,0.052
06/12/2022,07:46:11,0.072
06/12/2022,07:46:12,0.062
06/12/2022,07:46:13,0.057
06/12/2022,07:46:14,0.055
06/12/2022,07:46:15,0.056
06/12/2022,07:46:16,0.054
06/12/2022,07:46:17,0.054
06/12/2022,07:46:18,0.061
06/12/2022,07:46:19,0.061
06/12/2022,07:46:20,0.053
06/12/2022,07:46:21,0.064
06/12/2022,07:46:22,0.060
06/12/2022,07:46:23,0.058
06/12/2022,07:46:24,0.060
06/12/2022,07:46:25,0.061
06/12/2022,07:46:26,0.052
06/12/2022,07:46:27,0.053
06/12/2022,07:46:28,0.056
06/12/2022,07:46:29,0.062
06/12/2022,07:46:30,0.052
06/12/2022,07:46:31,0.061
06/12/2022,07:46:32,0.060
06/12/2022,07:46:33,0.062
06/12/2022,07:46:34,0.057
06/12/2022,07:46:35,0.059
06/12/2022,07:46:36,0.071
06/12/2022,07:46:37,0.075
06/12/2022,07:46:38,0.063
06/12/2022,07:46:39,0.060
06/12/2022,07:46:40,0.073
06/12/2022,07:46:41,0.102
06/12/2022,07:46:42,0.086
06/12/2022,07:46:43,0.065
06/12/2022,07:46:44,0.062
06/12/2022,07:46:45,0.059
06/12/2022,07:46:46,0.066
06/12/2022,07:46:47,0.061
06/12/2022,07:46:48,0.064
06/12/2022,07:46:49,0.059
06/12/2022,07:46:50,0.062
06/12/2022,07:46:51,0.065
06/12/2022,07:46:52,0.057
06/12/2022,07:46:53,0.062
06/12/2022,07:46:54,0.052
06/12/2022,07:46:55,0.053
