TrakPro Version 5.2.0.0 ASCII Data File

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201943009
Test Name:,Test 1
Start Date:,06/16/2022
Start Time:,07:14:45
Duration (dd:hh:mm:ss):,00:00:17:50
Log Interval (mm:ss):,00:01
Number of points:,1070
Description:,

Statistics Channel: ,MC
06/16/2022,07:18:32,0.140
06/16/2022,07:18:33,0.139
06/16/2022,07:18:34,0.134
06/16/2022,07:18:35,0.121
06/16/2022,07:18:36,0.127
06/16/2022,07:18:37,0.118
06/16/2022,07:18:38,0.132
06/16/2022,07:18:39,0.118
06/16/2022,07:18:40,0.141
06/16/2022,07:18:41,0.138
06/16/2022,07:18:42,0.117
06/16/2022,07:18:43,0.140
06/16/2022,07:18:44,0.140
06/16/2022,07:18:45,0.130
06/16/2022,07:18:46,0.129
06/16/2022,07:18:47,0.121
06/16/2022,07:18:48,0.128
06/16/2022,07:18:49,0.121
06/16/2022,07:18:50,0.126
06/16/2022,07:18:51,0.116
06/16/2022,07:18:52,0.140
06/16/2022,07:18:53,0.128
06/16/2022,07:18:54,0.128
06/16/2022,07:18:55,0.128
06/16/2022,07:18:56,0.118
06/16/2022,07:18:57,0.122
06/16/2022,07:18:58,0.125
06/16/2022,07:18:59,0.130
06/16/2022,07:19:00,0.124
06/16/2022,07:19:01,0.136
06/16/2022,07:19:02,0.124
06/16/2022,07:19:03,0.119
06/16/2022,07:19:04,0.129
06/16/2022,07:19:05,0.121
06/16/2022,07:19:06,0.122
06/16/2022,07:19:07,0.124
06/16/2022,07:19:08,0.122
06/16/2022,07:19:09,0.139
06/16/2022,07:19:10,0.129
06/16/2022,07:19:11,0.114
06/16/2022,07:19:12,0.128
06/16/2022,07:19:13,0.120
06/16/2022,07:19:14,0.119
06/16/2022,07:19:15,0.114
06/16/2022,07:19:16,0.129
06/16/2022,07:19:17,0.137
06/16/2022,07:19:18,0.121
06/16/2022,07:19:19,0.121
06/16/2022,07:19:20,0.126
06/16/2022,07:19:21,0.110
06/16/2022,07:19:22,0.131
06/16/2022,07:19:23,0.125
06/16/2022,07:19:24,0.136
06/16/2022,07:19:25,0.121
06/16/2022,07:19:26,0.109
06/16/2022,07:19:27,0.107
06/16/2022,07:19:28,0.110
06/16/2022,07:19:29,0.122
06/16/2022,07:19:30,0.127
06/16/2022,07:19:31,0.123
06/16/2022,07:19:32,0.113
06/16/2022,07:19:33,0.116
06/16/2022,07:19:34,0.110
06/16/2022,07:19:35,0.116
06/16/2022,07:19:36,0.117
06/16/2022,07:19:37,0.120
06/16/2022,07:19:38,0.143
06/16/2022,07:19:39,0.116
06/16/2022,07:19:40,0.111
06/16/2022,07:19:41,0.117
06/16/2022,07:19:42,0.123
06/16/2022,07:19:43,0.112
06/16/2022,07:19:44,0.112
06/16/2022,07:19:45,0.116
06/16/2022,07:19:46,0.117
06/16/2022,07:19:47,0.116
06/16/2022,07:19:48,0.120
06/16/2022,07:19:49,0.110
06/16/2022,07:19:50,0.103
06/16/2022,07:19:51,0.117
06/16/2022,07:19:52,0.115
06/16/2022,07:19:53,0.094
06/16/2022,07:19:54,0.105
06/16/2022,07:19:55,0.113
06/16/2022,07:19:56,0.124
06/16/2022,07:19:57,0.126
06/16/2022,07:19:58,0.107
06/16/2022,07:19:59,0.107
06/16/2022,07:20:00,0.111
06/16/2022,07:20:01,0.112
06/16/2022,07:20:02,0.123
06/16/2022,07:20:03,0.120
06/16/2022,07:20:04,0.097
06/16/2022,07:20:05,0.111
06/16/2022,07:20:06,0.109
06/16/2022,07:20:07,0.099
06/16/2022,07:20:08,0.105
06/16/2022,07:20:09,0.107
06/16/2022,07:20:10,0.102
06/16/2022,07:20:11,0.105
06/16/2022,07:20:12,0.117
06/16/2022,07:20:13,0.108
06/16/2022,07:20:14,0.113
06/16/2022,07:20:15,0.113
06/16/2022,07:20:16,0.098
06/16/2022,07:20:17,0.099
06/16/2022,07:20:18,0.107
06/16/2022,07:20:19,0.107
06/16/2022,07:20:20,0.100
06/16/2022,07:20:21,0.108
06/16/2022,07:20:22,0.118
06/16/2022,07:20:23,0.114
06/16/2022,07:20:24,0.111
06/16/2022,07:20:25,0.106
06/16/2022,07:20:26,0.111
06/16/2022,07:20:27,0.107
06/16/2022,07:20:28,0.104
06/16/2022,07:20:29,0.097
06/16/2022,07:20:30,0.097
06/16/2022,07:20:31,0.101
06/16/2022,07:20:32,0.097
06/16/2022,07:20:33,0.113
06/16/2022,07:20:34,0.102
06/16/2022,07:20:35,0.110
06/16/2022,07:20:36,0.098
06/16/2022,07:20:37,0.106
06/16/2022,07:20:38,0.113
06/16/2022,07:20:39,0.096
06/16/2022,07:20:40,0.095
06/16/2022,07:20:41,0.097
06/16/2022,07:20:42,0.097
06/16/2022,07:20:43,0.104
06/16/2022,07:20:44,0.123
06/16/2022,07:20:45,0.107
06/16/2022,07:20:46,0.097
06/16/2022,07:20:47,0.105
06/16/2022,07:20:48,0.109
06/16/2022,07:20:49,0.111
06/16/2022,07:20:50,0.099
06/16/2022,07:20:51,0.103
06/16/2022,07:20:52,0.119
06/16/2022,07:20:53,0.097
06/16/2022,07:20:54,0.090
06/16/2022,07:20:55,0.092
06/16/2022,07:20:56,0.109
06/16/2022,07:20:57,0.091
06/16/2022,07:20:58,0.107
06/16/2022,07:20:59,0.104
06/16/2022,07:21:00,0.099
06/16/2022,07:21:01,0.106
06/16/2022,07:21:02,0.106
06/16/2022,07:21:03,0.094
06/16/2022,07:21:04,0.093
06/16/2022,07:21:05,0.096
06/16/2022,07:21:06,0.106
06/16/2022,07:21:07,0.100
06/16/2022,07:21:08,0.098
06/16/2022,07:21:09,0.090
06/16/2022,07:21:10,0.098
06/16/2022,07:21:11,0.096
06/16/2022,07:21:12,0.095
06/16/2022,07:21:13,0.098
06/16/2022,07:21:14,0.091
06/16/2022,07:21:15,0.109
06/16/2022,07:21:16,0.096
06/16/2022,07:21:17,0.089
06/16/2022,07:21:18,0.100
06/16/2022,07:21:19,0.098
06/16/2022,07:21:20,0.099
06/16/2022,07:21:21,0.087
06/16/2022,07:21:22,0.095
06/16/2022,07:21:23,0.095
06/16/2022,07:21:24,0.094
06/16/2022,07:21:25,0.101
06/16/2022,07:21:26,0.100
06/16/2022,07:21:27,0.095
06/16/2022,07:21:28,0.098
06/16/2022,07:21:29,0.095
06/16/2022,07:21:30,0.084
06/16/2022,07:21:31,0.102
06/16/2022,07:21:32,0.098
06/16/2022,07:21:33,0.095
06/16/2022,07:21:34,0.106
06/16/2022,07:21:35,0.094
06/16/2022,07:21:36,0.094
06/16/2022,07:21:37,0.091
06/16/2022,07:21:38,0.091
06/16/2022,07:21:39,0.093
06/16/2022,07:21:40,0.106
06/16/2022,07:21:41,0.092
06/16/2022,07:21:42,0.096
06/16/2022,07:21:43,0.095
06/16/2022,07:21:44,0.095
06/16/2022,07:21:45,0.100
06/16/2022,07:21:46,0.106
06/16/2022,07:21:47,0.084
06/16/2022,07:21:48,0.096
06/16/2022,07:21:49,0.086
06/16/2022,07:21:50,0.084
06/16/2022,07:21:51,0.094
06/16/2022,07:21:52,0.103
06/16/2022,07:21:53,0.080
06/16/2022,07:21:54,0.087
06/16/2022,07:21:55,0.080
06/16/2022,07:21:56,0.110
06/16/2022,07:21:57,0.090
06/16/2022,07:21:58,0.079
06/16/2022,07:21:59,0.083
06/16/2022,07:22:00,0.088
06/16/2022,07:22:01,0.092
06/16/2022,07:22:02,0.092
06/16/2022,07:22:03,0.089
06/16/2022,07:22:04,0.083
06/16/2022,07:22:05,0.083
06/16/2022,07:22:06,0.087
06/16/2022,07:22:07,0.093
06/16/2022,07:22:08,0.085
06/16/2022,07:22:09,0.090
06/16/2022,07:22:10,0.090
06/16/2022,07:22:11,0.099
06/16/2022,07:22:12,0.090
06/16/2022,07:22:13,0.092
06/16/2022,07:22:14,0.090
06/16/2022,07:22:15,0.093
06/16/2022,07:22:16,0.083
06/16/2022,07:22:17,0.086
06/16/2022,07:22:18,0.088
06/16/2022,07:22:19,0.083
06/16/2022,07:22:20,0.084
06/16/2022,07:22:21,0.082
06/16/2022,07:22:22,0.085
06/16/2022,07:22:23,0.084
06/16/2022,07:22:24,0.087
06/16/2022,07:22:25,0.087
06/16/2022,07:22:26,0.087
06/16/2022,07:22:27,0.087
06/16/2022,07:22:28,0.085
06/16/2022,07:22:29,0.085
06/16/2022,07:22:30,0.084
06/16/2022,07:22:31,0.082
06/16/2022,07:22:32,0.088
06/16/2022,07:22:33,0.088
06/16/2022,07:22:34,0.091
06/16/2022,07:22:35,0.079
06/16/2022,07:22:36,0.083
06/16/2022,07:22:37,0.087
06/16/2022,07:22:38,0.091
06/16/2022,07:22:39,0.081
06/16/2022,07:22:40,0.094
06/16/2022,07:22:41,0.081
06/16/2022,07:22:42,0.080
06/16/2022,07:22:43,0.073
06/16/2022,07:22:44,0.085
06/16/2022,07:22:45,0.081
06/16/2022,07:22:46,0.074
06/16/2022,07:22:47,0.088
06/16/2022,07:22:48,0.088
06/16/2022,07:22:49,0.088
06/16/2022,07:22:50,0.090
06/16/2022,07:22:51,0.083
06/16/2022,07:22:52,0.082
06/16/2022,07:22:53,0.086
06/16/2022,07:22:54,0.074
06/16/2022,07:22:55,0.094
06/16/2022,07:22:56,0.084
06/16/2022,07:22:57,0.082
06/16/2022,07:22:58,0.077
06/16/2022,07:22:59,0.087
06/16/2022,07:23:00,0.095
06/16/2022,07:23:01,0.072
06/16/2022,07:23:02,0.084
06/16/2022,07:23:03,0.079
06/16/2022,07:23:04,0.088
06/16/2022,07:23:05,0.080
06/16/2022,07:23:06,0.078
06/16/2022,07:23:07,0.087
06/16/2022,07:23:08,0.080
06/16/2022,07:23:09,0.082
06/16/2022,07:23:10,0.077
06/16/2022,07:23:11,0.077
06/16/2022,07:23:12,0.072
06/16/2022,07:23:13,0.080
06/16/2022,07:23:14,0.084
06/16/2022,07:23:15,0.073
06/16/2022,07:23:16,0.088
06/16/2022,07:23:17,0.085
06/16/2022,07:23:18,0.077
06/16/2022,07:23:19,0.068
06/16/2022,07:23:20,0.069
06/16/2022,07:23:21,0.081
06/16/2022,07:23:22,0.076
06/16/2022,07:23:23,0.072
06/16/2022,07:23:24,0.087
06/16/2022,07:23:25,0.075
06/16/2022,07:23:26,0.071
06/16/2022,07:23:27,0.075
06/16/2022,07:23:28,0.083
06/16/2022,07:23:29,0.091
06/16/2022,07:23:30,0.082
06/16/2022,07:23:31,0.072
06/16/2022,07:23:32,0.076
06/16/2022,07:23:33,0.069
06/16/2022,07:23:34,0.083
06/16/2022,07:23:35,0.074
06/16/2022,07:23:36,0.075
06/16/2022,07:23:37,0.079
06/16/2022,07:23:38,0.085
06/16/2022,07:23:39,0.080
06/16/2022,07:23:40,0.069
06/16/2022,07:23:41,0.079
06/16/2022,07:23:42,0.080
06/16/2022,07:23:43,0.078
06/16/2022,07:23:44,0.081
06/16/2022,07:23:45,0.085
06/16/2022,07:23:46,0.079
06/16/2022,07:23:47,0.080
06/16/2022,07:23:48,0.073
06/16/2022,07:23:49,0.075
06/16/2022,07:23:50,0.074
06/16/2022,07:23:51,0.076
06/16/2022,07:23:52,0.072
06/16/2022,07:23:53,0.082
06/16/2022,07:23:54,0.079
06/16/2022,07:23:55,0.088
06/16/2022,07:23:56,0.070
06/16/2022,07:23:57,0.077
06/16/2022,07:23:58,0.065
06/16/2022,07:23:59,0.073
06/16/2022,07:24:00,0.070
06/16/2022,07:24:01,0.065
06/16/2022,07:24:02,0.083
06/16/2022,07:24:03,0.073
06/16/2022,07:24:04,0.082
06/16/2022,07:24:05,0.071
06/16/2022,07:24:06,0.071
06/16/2022,07:24:07,0.070
06/16/2022,07:24:08,0.061
06/16/2022,07:24:09,0.081
06/16/2022,07:24:10,0.080
06/16/2022,07:24:11,0.065
06/16/2022,07:24:12,0.079
06/16/2022,07:24:13,0.081
06/16/2022,07:24:14,0.075
06/16/2022,07:24:15,0.075
06/16/2022,07:24:16,0.066
06/16/2022,07:24:17,0.075
06/16/2022,07:24:18,0.077
06/16/2022,07:24:19,0.070
06/16/2022,07:24:20,0.075
06/16/2022,07:24:21,0.073
06/16/2022,07:24:22,0.069
06/16/2022,07:24:23,0.074
06/16/2022,07:24:24,0.066
06/16/2022,07:24:25,0.070
06/16/2022,07:24:26,0.071
06/16/2022,07:24:27,0.079
06/16/2022,07:24:28,0.067
06/16/2022,07:24:29,0.076
06/16/2022,07:24:30,0.075
06/16/2022,07:24:31,0.068
06/16/2022,07:24:32,0.074
06/16/2022,07:24:33,0.077
06/16/2022,07:24:34,0.088
06/16/2022,07:24:35,0.074
06/16/2022,07:24:36,0.072
06/16/2022,07:24:37,0.080
06/16/2022,07:24:38,0.079
06/16/2022,07:24:39,0.071
06/16/2022,07:24:40,0.070
06/16/2022,07:24:41,0.079
06/16/2022,07:24:42,0.084
06/16/2022,07:24:43,0.067
06/16/2022,07:24:44,0.069
06/16/2022,07:24:45,0.068
06/16/2022,07:24:46,0.075
06/16/2022,07:24:47,0.068
06/16/2022,07:24:48,0.065
06/16/2022,07:24:49,0.062
06/16/2022,07:24:50,0.065
06/16/2022,07:24:51,0.079
06/16/2022,07:24:52,0.061
06/16/2022,07:24:53,0.076
06/16/2022,07:24:54,0.072
06/16/2022,07:24:55,0.064
06/16/2022,07:24:56,0.077
06/16/2022,07:24:57,0.061
06/16/2022,07:24:58,0.065
06/16/2022,07:24:59,0.065
06/16/2022,07:25:00,0.067
06/16/2022,07:25:01,0.073
06/16/2022,07:25:02,0.075
06/16/2022,07:25:03,0.066
06/16/2022,07:25:04,0.063
06/16/2022,07:25:05,0.065
06/16/2022,07:25:06,0.069
06/16/2022,07:25:07,0.074
06/16/2022,07:25:08,0.066
06/16/2022,07:25:09,0.066
06/16/2022,07:25:10,0.069
06/16/2022,07:25:11,0.066
06/16/2022,07:25:12,0.078
06/16/2022,07:25:13,0.064
06/16/2022,07:25:14,0.069
06/16/2022,07:25:15,0.068
06/16/2022,07:25:16,0.066
06/16/2022,07:25:17,0.072
06/16/2022,07:25:18,0.058
06/16/2022,07:25:19,0.062
06/16/2022,07:25:20,0.072
06/16/2022,07:25:21,0.065
06/16/2022,07:25:22,0.065
06/16/2022,07:25:23,0.071
06/16/2022,07:25:24,0.066
06/16/2022,07:25:25,0.071
06/16/2022,07:25:26,0.069
06/16/2022,07:25:27,0.064
06/16/2022,07:25:28,0.060
06/16/2022,07:25:29,0.080
06/16/2022,07:25:30,0.058
06/16/2022,07:25:31,0.062
06/16/2022,07:25:32,0.073
06/16/2022,07:25:33,0.071
06/16/2022,07:25:34,0.061
06/16/2022,07:25:35,0.071
06/16/2022,07:25:36,0.067
06/16/2022,07:25:37,0.069
06/16/2022,07:25:38,0.072
06/16/2022,07:25:39,0.065
06/16/2022,07:25:40,0.072
06/16/2022,07:25:41,0.057
06/16/2022,07:25:42,0.080
06/16/2022,07:25:43,0.076
06/16/2022,07:25:44,0.063
06/16/2022,07:25:45,0.059
06/16/2022,07:25:46,0.066
06/16/2022,07:25:47,0.061
06/16/2022,07:25:48,0.069
06/16/2022,07:25:49,0.063
06/16/2022,07:25:50,0.060
06/16/2022,07:25:51,0.061
06/16/2022,07:25:52,0.069
06/16/2022,07:25:53,0.075
06/16/2022,07:25:54,0.063
06/16/2022,07:25:55,0.068
06/16/2022,07:25:56,0.067
06/16/2022,07:25:57,0.067
06/16/2022,07:25:58,0.065
06/16/2022,07:25:59,0.064
06/16/2022,07:26:00,0.062
06/16/2022,07:26:01,0.057
06/16/2022,07:26:02,0.060
06/16/2022,07:26:03,0.060
06/16/2022,07:26:04,0.064
06/16/2022,07:26:05,0.065
06/16/2022,07:26:06,0.065
06/16/2022,07:26:07,0.066
06/16/2022,07:26:08,0.063
06/16/2022,07:26:09,0.063
06/16/2022,07:26:10,0.055
06/16/2022,07:26:11,0.063
06/16/2022,07:26:12,0.055
06/16/2022,07:26:13,0.066
06/16/2022,07:26:14,0.061
06/16/2022,07:26:15,0.061
06/16/2022,07:26:16,0.056
06/16/2022,07:26:17,0.064
06/16/2022,07:26:18,0.071
06/16/2022,07:26:19,0.059
06/16/2022,07:26:20,0.063
06/16/2022,07:26:21,0.065
06/16/2022,07:26:22,0.060
06/16/2022,07:26:23,0.059
06/16/2022,07:26:24,0.068
06/16/2022,07:26:25,0.058
06/16/2022,07:26:26,0.067
06/16/2022,07:26:27,0.057
06/16/2022,07:26:28,0.066
06/16/2022,07:26:29,0.067
06/16/2022,07:26:30,0.074
06/16/2022,07:26:31,0.066
06/16/2022,07:26:32,0.057
06/16/2022,07:26:33,0.060
06/16/2022,07:26:34,0.064
06/16/2022,07:26:35,0.063
06/16/2022,07:26:36,0.058
06/16/2022,07:26:37,0.060
06/16/2022,07:26:38,0.063
06/16/2022,07:26:39,0.066
06/16/2022,07:26:40,0.054
06/16/2022,07:26:41,0.054
06/16/2022,07:26:42,0.055
06/16/2022,07:26:43,0.067
06/16/2022,07:26:44,0.058
06/16/2022,07:26:45,0.060
06/16/2022,07:26:46,0.063
06/16/2022,07:26:47,0.066
06/16/2022,07:26:48,0.059
06/16/2022,07:26:49,0.058
06/16/2022,07:26:50,0.062
06/16/2022,07:26:51,0.051
06/16/2022,07:26:52,0.059
06/16/2022,07:26:53,0.069
06/16/2022,07:26:54,0.057
06/16/2022,07:26:55,0.064
06/16/2022,07:26:56,0.065
06/16/2022,07:26:57,0.058
06/16/2022,07:26:58,0.065
06/16/2022,07:26:59,0.057
06/16/2022,07:27:00,0.061
06/16/2022,07:27:01,0.067
06/16/2022,07:27:02,0.062
06/16/2022,07:27:03,0.053
06/16/2022,07:27:04,0.061
06/16/2022,07:27:05,0.061
06/16/2022,07:27:06,0.057
06/16/2022,07:27:07,0.062
06/16/2022,07:27:08,0.055
06/16/2022,07:27:09,0.060
06/16/2022,07:27:10,0.062
06/16/2022,07:27:11,0.054
06/16/2022,07:27:12,0.060
06/16/2022,07:27:13,0.055
06/16/2022,07:27:14,0.061
06/16/2022,07:27:15,0.055
06/16/2022,07:27:16,0.059
06/16/2022,07:27:17,0.053
06/16/2022,07:27:18,0.053
06/16/2022,07:27:19,0.059
06/16/2022,07:27:20,0.062
06/16/2022,07:27:21,0.066
06/16/2022,07:27:22,0.061
06/16/2022,07:27:23,0.062
06/16/2022,07:27:24,0.060
06/16/2022,07:27:25,0.063
06/16/2022,07:27:26,0.056
06/16/2022,07:27:27,0.058
06/16/2022,07:27:28,0.062
06/16/2022,07:27:29,0.078
06/16/2022,07:27:30,0.054
06/16/2022,07:27:31,0.070
06/16/2022,07:27:32,0.055
06/16/2022,07:27:33,0.063
06/16/2022,07:27:34,0.059
06/16/2022,07:27:35,0.065
06/16/2022,07:27:36,0.054
06/16/2022,07:27:37,0.070
06/16/2022,07:27:38,0.060
06/16/2022,07:27:39,0.053
06/16/2022,07:27:40,0.059
06/16/2022,07:27:41,0.061
06/16/2022,07:27:42,0.057
06/16/2022,07:27:43,0.063
06/16/2022,07:27:44,0.063
06/16/2022,07:27:45,0.057
06/16/2022,07:27:46,0.056
06/16/2022,07:27:47,0.065
06/16/2022,07:27:48,0.068
06/16/2022,07:27:49,0.057
06/16/2022,07:27:50,0.051
06/16/2022,07:27:51,0.059
06/16/2022,07:27:52,0.048
06/16/2022,07:27:53,0.056
06/16/2022,07:27:54,0.053
06/16/2022,07:27:55,0.056
06/16/2022,07:27:56,0.052
