TrakPro Version 5.2.0.0 ASCII Data File

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201943009
Test Name:,Test 10
Start Date:,06/16/2022
Start Time:,06:14:10
Duration (dd:hh:mm:ss):,00:00:39:03
Log Interval (mm:ss):,00:01
Number of points:,2343
Description:,

Statistics Channel: ,MC
06/16/2022,18:15:27,0.072
06/16/2022,18:15:28,0.080
06/16/2022,18:15:29,0.079
06/16/2022,18:15:30,0.087
06/16/2022,18:15:31,0.076
06/16/2022,18:15:32,0.076
06/16/2022,18:15:33,0.071
06/16/2022,18:15:34,0.077
06/16/2022,18:15:35,0.079
06/16/2022,18:15:36,0.082
06/16/2022,18:15:37,0.085
06/16/2022,18:15:38,0.072
06/16/2022,18:15:39,0.087
06/16/2022,18:15:40,0.083
06/16/2022,18:15:41,0.076
06/16/2022,18:15:42,0.087
06/16/2022,18:15:43,0.075
06/16/2022,18:15:44,0.077
06/16/2022,18:15:45,0.083
06/16/2022,18:15:46,0.073
06/16/2022,18:15:47,0.103
06/16/2022,18:15:48,0.087
06/16/2022,18:15:49,0.076
06/16/2022,18:15:50,0.093
06/16/2022,18:15:51,0.083
06/16/2022,18:15:52,0.084
06/16/2022,18:15:53,0.081
06/16/2022,18:15:54,0.083
06/16/2022,18:15:55,0.077
06/16/2022,18:15:56,0.079
06/16/2022,18:15:57,0.079
06/16/2022,18:15:58,0.078
06/16/2022,18:15:59,0.078
06/16/2022,18:16:00,0.073
06/16/2022,18:16:01,0.083
06/16/2022,18:16:02,0.077
06/16/2022,18:16:03,0.079
06/16/2022,18:16:04,0.070
06/16/2022,18:16:05,0.076
06/16/2022,18:16:06,0.071
06/16/2022,18:16:07,0.076
06/16/2022,18:16:08,0.073
06/16/2022,18:16:09,0.081
06/16/2022,18:16:10,0.088
06/16/2022,18:16:11,0.078
06/16/2022,18:16:12,0.072
06/16/2022,18:16:13,0.084
06/16/2022,18:16:14,0.088
06/16/2022,18:16:15,0.083
06/16/2022,18:16:16,0.071
06/16/2022,18:16:17,0.071
06/16/2022,18:16:18,0.072
06/16/2022,18:16:19,0.075
06/16/2022,18:16:20,0.080
06/16/2022,18:16:21,0.066
06/16/2022,18:16:22,0.070
06/16/2022,18:16:23,0.076
06/16/2022,18:16:24,0.084
06/16/2022,18:16:25,0.076
06/16/2022,18:16:26,0.074
06/16/2022,18:16:27,0.073
06/16/2022,18:16:28,0.087
06/16/2022,18:16:29,0.078
06/16/2022,18:16:30,0.072
06/16/2022,18:16:31,0.074
06/16/2022,18:16:32,0.080
06/16/2022,18:16:33,0.078
06/16/2022,18:16:34,0.087
06/16/2022,18:16:35,0.088
06/16/2022,18:16:36,0.086
06/16/2022,18:16:37,0.072
06/16/2022,18:16:38,0.076
06/16/2022,18:16:39,0.079
06/16/2022,18:16:40,0.080
06/16/2022,18:16:41,0.089
06/16/2022,18:16:42,0.087
06/16/2022,18:16:43,0.081
06/16/2022,18:16:44,0.088
06/16/2022,18:16:45,0.081
06/16/2022,18:16:46,0.088
06/16/2022,18:16:47,0.083
06/16/2022,18:16:48,0.079
06/16/2022,18:16:49,0.077
06/16/2022,18:16:50,0.092
06/16/2022,18:16:51,0.086
06/16/2022,18:16:52,0.077
06/16/2022,18:16:53,0.078
06/16/2022,18:16:54,0.084
06/16/2022,18:16:55,0.082
06/16/2022,18:16:56,0.085
06/16/2022,18:16:57,0.075
06/16/2022,18:16:58,0.078
06/16/2022,18:16:59,0.087
06/16/2022,18:17:00,0.080
06/16/2022,18:17:01,0.078
06/16/2022,18:17:02,0.070
06/16/2022,18:17:03,0.077
06/16/2022,18:17:04,0.085
06/16/2022,18:17:05,0.085
06/16/2022,18:17:06,0.086
06/16/2022,18:17:07,0.080
06/16/2022,18:17:08,0.078
06/16/2022,18:17:09,0.075
06/16/2022,18:17:10,0.076
06/16/2022,18:17:11,0.070
06/16/2022,18:17:12,0.075
06/16/2022,18:17:13,0.082
06/16/2022,18:17:14,0.083
06/16/2022,18:17:15,0.077
06/16/2022,18:17:16,0.088
06/16/2022,18:17:17,0.095
06/16/2022,18:17:18,0.076
06/16/2022,18:17:19,0.092
06/16/2022,18:17:20,0.078
06/16/2022,18:17:21,0.079
06/16/2022,18:17:22,0.085
06/16/2022,18:17:23,0.081
06/16/2022,18:17:24,0.087
06/16/2022,18:17:25,0.076
06/16/2022,18:17:26,0.080
06/16/2022,18:17:27,0.082
06/16/2022,18:17:28,0.071
06/16/2022,18:17:29,0.080
06/16/2022,18:17:30,0.079
06/16/2022,18:17:31,0.097
06/16/2022,18:17:32,0.086
06/16/2022,18:17:33,0.078
06/16/2022,18:17:34,0.087
06/16/2022,18:17:35,0.084
06/16/2022,18:17:36,0.083
06/16/2022,18:17:37,0.080
06/16/2022,18:17:38,0.087
06/16/2022,18:17:39,0.081
06/16/2022,18:17:40,0.086
06/16/2022,18:17:41,0.090
06/16/2022,18:17:42,0.083
06/16/2022,18:17:43,0.088
06/16/2022,18:17:44,0.088
06/16/2022,18:17:45,0.082
06/16/2022,18:17:46,0.077
06/16/2022,18:17:47,0.090
06/16/2022,18:17:48,0.089
06/16/2022,18:17:49,0.078
06/16/2022,18:17:50,0.083
06/16/2022,18:17:51,0.080
06/16/2022,18:17:52,0.086
06/16/2022,18:17:53,0.073
06/16/2022,18:17:54,0.082
06/16/2022,18:17:55,0.077
06/16/2022,18:17:56,0.080
06/16/2022,18:17:57,0.087
06/16/2022,18:17:58,0.081
06/16/2022,18:17:59,0.082
06/16/2022,18:18:00,0.088
06/16/2022,18:18:01,0.074
06/16/2022,18:18:02,0.077
06/16/2022,18:18:03,0.081
06/16/2022,18:18:04,0.074
06/16/2022,18:18:05,0.078
06/16/2022,18:18:06,0.076
06/16/2022,18:18:07,0.073
06/16/2022,18:18:08,0.075
06/16/2022,18:18:09,0.074
06/16/2022,18:18:10,0.074
06/16/2022,18:18:11,0.068
06/16/2022,18:18:12,0.078
06/16/2022,18:18:13,0.077
06/16/2022,18:18:14,0.072
06/16/2022,18:18:15,0.082
06/16/2022,18:18:16,0.081
06/16/2022,18:18:17,0.077
06/16/2022,18:18:18,0.078
06/16/2022,18:18:19,0.093
06/16/2022,18:18:20,0.074
06/16/2022,18:18:21,0.080
06/16/2022,18:18:22,0.085
06/16/2022,18:18:23,0.084
06/16/2022,18:18:24,0.089
06/16/2022,18:18:25,0.077
06/16/2022,18:18:26,0.095
06/16/2022,18:18:27,0.090
06/16/2022,18:18:28,0.075
06/16/2022,18:18:29,0.076
06/16/2022,18:18:30,0.081
06/16/2022,18:18:31,0.077
06/16/2022,18:18:32,0.067
06/16/2022,18:18:33,0.080
06/16/2022,18:18:34,0.072
06/16/2022,18:18:35,0.079
06/16/2022,18:18:36,0.081
06/16/2022,18:18:37,0.083
06/16/2022,18:18:38,0.083
06/16/2022,18:18:39,0.082
06/16/2022,18:18:40,0.078
06/16/2022,18:18:41,0.075
06/16/2022,18:18:42,0.082
06/16/2022,18:18:43,0.099
06/16/2022,18:18:44,0.103
06/16/2022,18:18:45,0.105
06/16/2022,18:18:46,0.092
06/16/2022,18:18:47,0.086
06/16/2022,18:18:48,0.080
06/16/2022,18:18:49,0.087
06/16/2022,18:18:50,0.082
06/16/2022,18:18:51,0.080
06/16/2022,18:18:52,0.077
06/16/2022,18:18:53,0.082
06/16/2022,18:18:54,0.076
06/16/2022,18:18:55,0.081
06/16/2022,18:18:56,0.079
06/16/2022,18:18:57,0.076
06/16/2022,18:18:58,0.072
06/16/2022,18:18:59,0.073
06/16/2022,18:19:00,0.079
06/16/2022,18:19:01,0.079
06/16/2022,18:19:02,0.079
06/16/2022,18:19:03,0.079
06/16/2022,18:19:04,0.080
06/16/2022,18:19:05,0.075
06/16/2022,18:19:06,0.078
06/16/2022,18:19:07,0.099
06/16/2022,18:19:08,0.082
06/16/2022,18:19:09,0.074
06/16/2022,18:19:10,0.073
06/16/2022,18:19:11,0.074
06/16/2022,18:19:12,0.077
06/16/2022,18:19:13,0.073
06/16/2022,18:19:14,0.081
06/16/2022,18:19:15,0.081
06/16/2022,18:19:16,0.079
06/16/2022,18:19:17,0.073
06/16/2022,18:19:18,0.072
06/16/2022,18:19:19,0.068
06/16/2022,18:19:20,0.073
06/16/2022,18:19:21,0.071
06/16/2022,18:19:22,0.079
06/16/2022,18:19:23,0.098
06/16/2022,18:19:24,0.071
06/16/2022,18:19:25,0.080
06/16/2022,18:19:26,0.081
06/16/2022,18:19:27,0.077
06/16/2022,18:19:28,0.070
06/16/2022,18:19:29,0.077
06/16/2022,18:19:30,0.070
06/16/2022,18:19:31,0.073
06/16/2022,18:19:32,0.076
06/16/2022,18:19:33,0.078
06/16/2022,18:19:34,0.079
06/16/2022,18:19:35,0.071
06/16/2022,18:19:36,0.073
06/16/2022,18:19:37,0.076
06/16/2022,18:19:38,0.070
06/16/2022,18:19:39,0.069
06/16/2022,18:19:40,0.068
06/16/2022,18:19:41,0.067
06/16/2022,18:19:42,0.070
06/16/2022,18:19:43,0.081
06/16/2022,18:19:44,0.085
06/16/2022,18:19:45,0.072
06/16/2022,18:19:46,0.065
06/16/2022,18:19:47,0.074
06/16/2022,18:19:48,0.070
06/16/2022,18:19:49,0.083
06/16/2022,18:19:50,0.076
06/16/2022,18:19:51,0.079
06/16/2022,18:19:52,0.076
06/16/2022,18:19:53,0.071
06/16/2022,18:19:54,0.079
06/16/2022,18:19:55,0.087
06/16/2022,18:19:56,0.077
06/16/2022,18:19:57,0.080
06/16/2022,18:19:58,0.075
06/16/2022,18:19:59,0.074
06/16/2022,18:20:00,0.077
06/16/2022,18:20:01,0.080
06/16/2022,18:20:02,0.082
06/16/2022,18:20:03,0.066
06/16/2022,18:20:04,0.069
06/16/2022,18:20:05,0.089
06/16/2022,18:20:06,0.071
06/16/2022,18:20:07,0.073
06/16/2022,18:20:08,0.085
06/16/2022,18:20:09,0.070
06/16/2022,18:20:10,0.078
06/16/2022,18:20:11,0.072
06/16/2022,18:20:12,0.067
06/16/2022,18:20:13,0.074
06/16/2022,18:20:14,0.076
06/16/2022,18:20:15,0.080
06/16/2022,18:20:16,0.076
06/16/2022,18:20:17,0.074
06/16/2022,18:20:18,0.073
06/16/2022,18:20:19,0.067
06/16/2022,18:20:20,0.069
06/16/2022,18:20:21,0.073
06/16/2022,18:20:22,0.068
06/16/2022,18:20:23,0.073
06/16/2022,18:20:24,0.071
06/16/2022,18:20:25,0.074
06/16/2022,18:20:26,0.073
06/16/2022,18:20:27,0.082
06/16/2022,18:20:28,0.083
06/16/2022,18:20:29,0.081
06/16/2022,18:20:30,0.075
06/16/2022,18:20:31,0.080
06/16/2022,18:20:32,0.079
06/16/2022,18:20:33,0.077
06/16/2022,18:20:34,0.069
06/16/2022,18:20:35,0.082
06/16/2022,18:20:36,0.082
06/16/2022,18:20:37,0.090
06/16/2022,18:20:38,0.076
06/16/2022,18:20:39,0.076
06/16/2022,18:20:40,0.079
06/16/2022,18:20:41,0.078
06/16/2022,18:20:42,0.083
06/16/2022,18:20:43,0.077
06/16/2022,18:20:44,0.088
06/16/2022,18:20:45,0.080
06/16/2022,18:20:46,0.077
06/16/2022,18:20:47,0.075
06/16/2022,18:20:48,0.073
06/16/2022,18:20:49,0.074
06/16/2022,18:20:50,0.071
06/16/2022,18:20:51,0.074
06/16/2022,18:20:52,0.066
06/16/2022,18:20:53,0.075
06/16/2022,18:20:54,0.072
06/16/2022,18:20:55,0.076
06/16/2022,18:20:56,0.083
06/16/2022,18:20:57,0.079
06/16/2022,18:20:58,0.075
06/16/2022,18:20:59,0.078
06/16/2022,18:21:00,0.081
06/16/2022,18:21:01,0.071
06/16/2022,18:21:02,0.073
06/16/2022,18:21:03,0.084
06/16/2022,18:21:04,0.071
06/16/2022,18:21:05,0.084
06/16/2022,18:21:06,0.075
06/16/2022,18:21:07,0.083
06/16/2022,18:21:08,0.075
06/16/2022,18:21:09,0.077
06/16/2022,18:21:10,0.078
06/16/2022,18:21:11,0.069
06/16/2022,18:21:12,0.073
06/16/2022,18:21:13,0.075
06/16/2022,18:21:14,0.084
06/16/2022,18:21:15,0.070
06/16/2022,18:21:16,0.077
06/16/2022,18:21:17,0.070
06/16/2022,18:21:18,0.075
06/16/2022,18:21:19,0.082
06/16/2022,18:21:20,0.084
06/16/2022,18:21:21,0.080
06/16/2022,18:21:22,0.083
06/16/2022,18:21:23,0.072
06/16/2022,18:21:24,0.069
06/16/2022,18:21:25,0.073
06/16/2022,18:21:26,0.081
06/16/2022,18:21:27,0.076
06/16/2022,18:21:28,0.076
06/16/2022,18:21:29,0.074
06/16/2022,18:21:30,0.063
06/16/2022,18:21:31,0.080
06/16/2022,18:21:32,0.073
06/16/2022,18:21:33,0.069
06/16/2022,18:21:34,0.072
06/16/2022,18:21:35,0.072
06/16/2022,18:21:36,0.071
06/16/2022,18:21:37,0.077
06/16/2022,18:21:38,0.071
06/16/2022,18:21:39,0.076
06/16/2022,18:21:40,0.077
06/16/2022,18:21:41,0.076
06/16/2022,18:21:42,0.080
06/16/2022,18:21:43,0.086
06/16/2022,18:21:44,0.073
06/16/2022,18:21:45,0.079
06/16/2022,18:21:46,0.067
06/16/2022,18:21:47,0.073
06/16/2022,18:21:48,0.072
06/16/2022,18:21:49,0.070
06/16/2022,18:21:50,0.071
06/16/2022,18:21:51,0.072
06/16/2022,18:21:52,0.077
06/16/2022,18:21:53,0.073
06/16/2022,18:21:54,0.074
06/16/2022,18:21:55,0.074
06/16/2022,18:21:56,0.079
06/16/2022,18:21:57,0.076
06/16/2022,18:21:58,0.075
06/16/2022,18:21:59,0.076
06/16/2022,18:22:00,0.079
06/16/2022,18:22:01,0.079
06/16/2022,18:22:02,0.071
06/16/2022,18:22:03,0.073
06/16/2022,18:22:04,0.077
06/16/2022,18:22:05,0.080
06/16/2022,18:22:06,0.085
06/16/2022,18:22:07,0.082
06/16/2022,18:22:08,0.075
06/16/2022,18:22:09,0.076
06/16/2022,18:22:10,0.077
06/16/2022,18:22:11,0.079
06/16/2022,18:22:12,0.075
06/16/2022,18:22:13,0.082
06/16/2022,18:22:14,0.087
06/16/2022,18:22:15,0.078
06/16/2022,18:22:16,0.074
06/16/2022,18:22:17,0.069
06/16/2022,18:22:18,0.072
06/16/2022,18:22:19,0.071
06/16/2022,18:22:20,0.074
06/16/2022,18:22:21,0.082
06/16/2022,18:22:22,0.078
06/16/2022,18:22:23,0.074
06/16/2022,18:22:24,0.073
06/16/2022,18:22:25,0.080
06/16/2022,18:22:26,0.065
06/16/2022,18:22:27,0.081
06/16/2022,18:22:28,0.079
06/16/2022,18:22:29,0.091
06/16/2022,18:22:30,0.089
06/16/2022,18:22:31,0.088
06/16/2022,18:22:32,0.090
06/16/2022,18:22:33,0.082
06/16/2022,18:22:34,0.079
06/16/2022,18:22:35,0.083
06/16/2022,18:22:36,0.075
06/16/2022,18:22:37,0.070
06/16/2022,18:22:38,0.073
06/16/2022,18:22:39,0.065
06/16/2022,18:22:40,0.075
06/16/2022,18:22:41,0.070
06/16/2022,18:22:42,0.065
06/16/2022,18:22:43,0.071
06/16/2022,18:22:44,0.073
06/16/2022,18:22:45,0.074
06/16/2022,18:22:46,0.080
06/16/2022,18:22:47,0.070
06/16/2022,18:22:48,0.071
06/16/2022,18:22:49,0.076
06/16/2022,18:22:50,0.076
06/16/2022,18:22:51,0.072
06/16/2022,18:22:52,0.077
06/16/2022,18:22:53,0.088
06/16/2022,18:22:54,0.076
06/16/2022,18:22:55,0.075
06/16/2022,18:22:56,0.072
06/16/2022,18:22:57,0.080
06/16/2022,18:22:58,0.072
06/16/2022,18:22:59,0.075
06/16/2022,18:23:00,0.080
06/16/2022,18:23:01,0.069
06/16/2022,18:23:02,0.074
06/16/2022,18:23:03,0.071
06/16/2022,18:23:04,0.069
06/16/2022,18:23:05,0.082
06/16/2022,18:23:06,0.081
06/16/2022,18:23:07,0.078
06/16/2022,18:23:08,0.079
06/16/2022,18:23:09,0.073
06/16/2022,18:23:10,0.072
06/16/2022,18:23:11,0.082
06/16/2022,18:23:12,0.084
06/16/2022,18:23:13,0.087
06/16/2022,18:23:14,0.079
06/16/2022,18:23:15,0.077
06/16/2022,18:23:16,0.073
06/16/2022,18:23:17,0.073
06/16/2022,18:23:18,0.079
06/16/2022,18:23:19,0.080
06/16/2022,18:23:20,0.079
06/16/2022,18:23:21,0.074
06/16/2022,18:23:22,0.074
06/16/2022,18:23:23,0.080
06/16/2022,18:23:24,0.074
06/16/2022,18:23:25,0.082
06/16/2022,18:23:26,0.077
06/16/2022,18:23:27,0.071
06/16/2022,18:23:28,0.076
06/16/2022,18:23:29,0.084
06/16/2022,18:23:30,0.072
06/16/2022,18:23:31,0.087
06/16/2022,18:23:32,0.084
06/16/2022,18:23:33,0.077
06/16/2022,18:23:34,0.080
06/16/2022,18:23:35,0.074
06/16/2022,18:23:36,0.074
06/16/2022,18:23:37,0.082
06/16/2022,18:23:38,0.074
06/16/2022,18:23:39,0.078
06/16/2022,18:23:40,0.075
06/16/2022,18:23:41,0.080
06/16/2022,18:23:42,0.081
06/16/2022,18:23:43,0.072
06/16/2022,18:23:44,0.083
06/16/2022,18:23:45,0.084
06/16/2022,18:23:46,0.078
06/16/2022,18:23:47,0.094
06/16/2022,18:23:48,0.087
06/16/2022,18:23:49,0.077
06/16/2022,18:23:50,0.077
06/16/2022,18:23:51,0.076
06/16/2022,18:23:52,0.075
06/16/2022,18:23:53,0.081
06/16/2022,18:23:54,0.075
06/16/2022,18:23:55,0.073
06/16/2022,18:23:56,0.076
06/16/2022,18:23:57,0.079
06/16/2022,18:23:58,0.082
06/16/2022,18:23:59,0.078
06/16/2022,18:24:00,0.076
06/16/2022,18:24:01,0.074
06/16/2022,18:24:02,0.069
06/16/2022,18:24:03,0.073
06/16/2022,18:24:04,0.076
06/16/2022,18:24:05,0.078
06/16/2022,18:24:06,0.078
06/16/2022,18:24:07,0.072
06/16/2022,18:24:08,0.072
06/16/2022,18:24:09,0.072
06/16/2022,18:24:10,0.068
06/16/2022,18:24:11,0.086
06/16/2022,18:24:12,0.072
06/16/2022,18:24:13,0.070
06/16/2022,18:24:14,0.073
06/16/2022,18:24:15,0.073
06/16/2022,18:24:16,0.066
06/16/2022,18:24:17,0.067
06/16/2022,18:24:18,0.063
06/16/2022,18:24:19,0.077
06/16/2022,18:24:20,0.072
06/16/2022,18:24:21,0.079
06/16/2022,18:24:22,0.072
06/16/2022,18:24:23,0.074
06/16/2022,18:24:24,0.079
06/16/2022,18:24:25,0.078
06/16/2022,18:24:26,0.082
06/16/2022,18:24:27,0.084
06/16/2022,18:24:28,0.097
06/16/2022,18:24:29,0.076
06/16/2022,18:24:30,0.080
06/16/2022,18:24:31,0.079
06/16/2022,18:24:32,0.071
06/16/2022,18:24:33,0.065
06/16/2022,18:24:34,0.067
06/16/2022,18:24:35,0.063
06/16/2022,18:24:36,0.074
06/16/2022,18:24:37,0.075
06/16/2022,18:24:38,0.073
06/16/2022,18:24:39,0.074
06/16/2022,18:24:40,0.080
06/16/2022,18:24:41,0.071
06/16/2022,18:24:42,0.079
06/16/2022,18:24:43,0.076
06/16/2022,18:24:44,0.074
06/16/2022,18:24:45,0.068
06/16/2022,18:24:46,0.066
06/16/2022,18:24:47,0.071
06/16/2022,18:24:48,0.069
06/16/2022,18:24:49,0.074
06/16/2022,18:24:50,0.077
06/16/2022,18:24:51,0.076
06/16/2022,18:24:52,0.085
06/16/2022,18:24:53,0.073
06/16/2022,18:24:54,0.078
06/16/2022,18:24:55,0.074
06/16/2022,18:24:56,0.075
06/16/2022,18:24:57,0.076
06/16/2022,18:24:58,0.082
06/16/2022,18:24:59,0.081
06/16/2022,18:25:00,0.082
06/16/2022,18:25:01,0.081
06/16/2022,18:25:02,0.108
06/16/2022,18:25:03,0.081
06/16/2022,18:25:04,0.076
06/16/2022,18:25:05,0.081
06/16/2022,18:25:06,0.069
06/16/2022,18:25:07,0.074
06/16/2022,18:25:08,0.078
06/16/2022,18:25:09,0.071
06/16/2022,18:25:10,0.084
06/16/2022,18:25:11,0.075
06/16/2022,18:25:12,0.073
06/16/2022,18:25:13,0.069
06/16/2022,18:25:14,0.080
06/16/2022,18:25:15,0.079
06/16/2022,18:25:16,0.070
06/16/2022,18:25:17,0.068
06/16/2022,18:25:18,0.071
06/16/2022,18:25:19,0.071
06/16/2022,18:25:20,0.068
06/16/2022,18:25:21,0.073
06/16/2022,18:25:22,0.074
06/16/2022,18:25:23,0.072
06/16/2022,18:25:24,0.075
06/16/2022,18:25:25,0.069
06/16/2022,18:25:26,0.078
06/16/2022,18:25:27,0.082
06/16/2022,18:25:28,0.064
06/16/2022,18:25:29,0.069
06/16/2022,18:25:30,0.078
06/16/2022,18:25:31,0.077
06/16/2022,18:25:32,0.082
06/16/2022,18:25:33,0.072
06/16/2022,18:25:34,0.081
06/16/2022,18:25:35,0.070
06/16/2022,18:25:36,0.067
06/16/2022,18:25:37,0.072
06/16/2022,18:25:38,0.067
06/16/2022,18:25:39,0.070
06/16/2022,18:25:40,0.072
06/16/2022,18:25:41,0.067
06/16/2022,18:25:42,0.068
06/16/2022,18:25:43,0.065
06/16/2022,18:25:44,0.071
06/16/2022,18:25:45,0.076
06/16/2022,18:25:46,0.072
06/16/2022,18:25:47,0.070
06/16/2022,18:25:48,0.073
06/16/2022,18:25:49,0.065
06/16/2022,18:25:50,0.068
06/16/2022,18:25:51,0.073
06/16/2022,18:25:52,0.072
06/16/2022,18:25:53,0.069
06/16/2022,18:25:54,0.070
06/16/2022,18:25:55,0.068
06/16/2022,18:25:56,0.076
06/16/2022,18:25:57,0.067
06/16/2022,18:25:58,0.068
06/16/2022,18:25:59,0.075
06/16/2022,18:26:00,0.079
06/16/2022,18:26:01,0.084
06/16/2022,18:26:02,0.070
06/16/2022,18:26:03,0.070
06/16/2022,18:26:04,0.079
06/16/2022,18:26:05,0.078
06/16/2022,18:26:06,0.070
06/16/2022,18:26:07,0.078
06/16/2022,18:26:08,0.079
06/16/2022,18:26:09,0.070
06/16/2022,18:26:10,0.079
06/16/2022,18:26:11,0.073
06/16/2022,18:26:12,0.084
06/16/2022,18:26:13,0.081
06/16/2022,18:26:14,0.075
06/16/2022,18:26:15,0.075
06/16/2022,18:26:16,0.069
06/16/2022,18:26:17,0.069
06/16/2022,18:26:18,0.070
06/16/2022,18:26:19,0.072
06/16/2022,18:26:20,0.084
06/16/2022,18:26:21,0.073
06/16/2022,18:26:22,0.064
06/16/2022,18:26:23,0.072
06/16/2022,18:26:24,0.078
06/16/2022,18:26:25,0.079
06/16/2022,18:26:26,0.086
06/16/2022,18:26:27,0.066
06/16/2022,18:26:28,0.073
06/16/2022,18:26:29,0.071
06/16/2022,18:26:30,0.078
06/16/2022,18:26:31,0.070
06/16/2022,18:26:32,0.073
06/16/2022,18:26:33,0.070
06/16/2022,18:26:34,0.079
06/16/2022,18:26:35,0.078
06/16/2022,18:26:36,0.077
06/16/2022,18:26:37,0.073
06/16/2022,18:26:38,0.068
06/16/2022,18:26:39,0.069
06/16/2022,18:26:40,0.069
06/16/2022,18:26:41,0.080
06/16/2022,18:26:42,0.079
06/16/2022,18:26:43,0.070
06/16/2022,18:26:44,0.067
06/16/2022,18:26:45,0.074
06/16/2022,18:26:46,0.070
06/16/2022,18:26:47,0.080
06/16/2022,18:26:48,0.069
06/16/2022,18:26:49,0.076
06/16/2022,18:26:50,0.093
06/16/2022,18:26:51,0.078
06/16/2022,18:26:52,0.079
06/16/2022,18:26:53,0.078
06/16/2022,18:26:54,0.067
06/16/2022,18:26:55,0.082
06/16/2022,18:26:56,0.070
06/16/2022,18:26:57,0.065
06/16/2022,18:26:58,0.070
06/16/2022,18:26:59,0.069
06/16/2022,18:27:00,0.069
06/16/2022,18:27:01,0.077
06/16/2022,18:27:02,0.079
06/16/2022,18:27:03,0.076
06/16/2022,18:27:04,0.080
06/16/2022,18:27:05,0.069
06/16/2022,18:27:06,0.069
06/16/2022,18:27:07,0.063
06/16/2022,18:27:08,0.069
06/16/2022,18:27:09,0.076
06/16/2022,18:27:10,0.065
06/16/2022,18:27:11,0.074
06/16/2022,18:27:12,0.076
06/16/2022,18:27:13,0.066
06/16/2022,18:27:14,0.094
06/16/2022,18:27:15,0.070
06/16/2022,18:27:16,0.072
06/16/2022,18:27:17,0.069
06/16/2022,18:27:18,0.073
06/16/2022,18:27:19,0.071
06/16/2022,18:27:20,0.069
