TrakPro Version 5.2.0.0 ASCII Data File

Instrument Name:,SidePak Aerosol Monitor
Model Number:,AM520
Serial Number:,5201943009
Test Name:,Test 9
Start Date:,06/16/2022
Start Time:,05:49:52
Duration (dd:hh:mm:ss):,00:00:21:18
Log Interval (mm:ss):,00:01
Number of points:,1278
Description:,

Statistics Channel: ,MC
06/16/2022,17:53:08,0.056
06/16/2022,17:53:09,0.051
06/16/2022,17:53:10,0.067
06/16/2022,17:53:11,0.059
06/16/2022,17:53:12,0.049
06/16/2022,17:53:13,0.050
06/16/2022,17:53:14,0.059
06/16/2022,17:53:15,0.065
06/16/2022,17:53:16,0.057
06/16/2022,17:53:17,0.057
06/16/2022,17:53:18,0.055
06/16/2022,17:53:19,0.055
06/16/2022,17:53:20,0.054
06/16/2022,17:53:21,0.057
06/16/2022,17:53:22,0.056
06/16/2022,17:53:23,0.059
06/16/2022,17:53:24,0.046
06/16/2022,17:53:25,0.052
06/16/2022,17:53:26,0.053
06/16/2022,17:53:27,0.063
06/16/2022,17:53:28,0.044
06/16/2022,17:53:29,0.050
06/16/2022,17:53:30,0.051
06/16/2022,17:53:31,0.051
06/16/2022,17:53:32,0.057
06/16/2022,17:53:33,0.054
06/16/2022,17:53:34,0.059
06/16/2022,17:53:35,0.061
06/16/2022,17:53:36,0.055
06/16/2022,17:53:37,0.051
06/16/2022,17:53:38,0.055
06/16/2022,17:53:39,0.054
06/16/2022,17:53:40,0.065
06/16/2022,17:53:41,0.053
06/16/2022,17:53:42,0.058
06/16/2022,17:53:43,0.054
06/16/2022,17:53:44,0.066
06/16/2022,17:53:45,0.054
06/16/2022,17:53:46,0.052
06/16/2022,17:53:47,0.048
06/16/2022,17:53:48,0.061
06/16/2022,17:53:49,0.052
06/16/2022,17:53:50,0.051
06/16/2022,17:53:51,0.057
06/16/2022,17:53:52,0.051
06/16/2022,17:53:53,0.057
06/16/2022,17:53:54,0.048
06/16/2022,17:53:55,0.055
06/16/2022,17:53:56,0.048
06/16/2022,17:53:57,0.056
06/16/2022,17:53:58,0.060
06/16/2022,17:53:59,0.052
06/16/2022,17:54:00,0.052
06/16/2022,17:54:01,0.058
06/16/2022,17:54:02,0.047
06/16/2022,17:54:03,0.057
06/16/2022,17:54:04,0.050
06/16/2022,17:54:05,0.050
06/16/2022,17:54:06,0.058
06/16/2022,17:54:07,0.055
06/16/2022,17:54:08,0.054
06/16/2022,17:54:09,0.050
06/16/2022,17:54:10,0.052
06/16/2022,17:54:11,0.050
06/16/2022,17:54:12,0.051
06/16/2022,17:54:13,0.053
06/16/2022,17:54:14,0.059
06/16/2022,17:54:15,0.051
06/16/2022,17:54:16,0.052
06/16/2022,17:54:17,0.049
06/16/2022,17:54:18,0.055
06/16/2022,17:54:19,0.055
06/16/2022,17:54:20,0.057
06/16/2022,17:54:21,0.051
06/16/2022,17:54:22,0.054
06/16/2022,17:54:23,0.057
06/16/2022,17:54:24,0.051
06/16/2022,17:54:25,0.055
06/16/2022,17:54:26,0.058
06/16/2022,17:54:27,0.050
06/16/2022,17:54:28,0.056
06/16/2022,17:54:29,0.053
06/16/2022,17:54:30,0.051
06/16/2022,17:54:31,0.048
06/16/2022,17:54:32,0.046
06/16/2022,17:54:33,0.054
06/16/2022,17:54:34,0.050
06/16/2022,17:54:35,0.046
06/16/2022,17:54:36,0.051
06/16/2022,17:54:37,0.054
06/16/2022,17:54:38,0.051
06/16/2022,17:54:39,0.053
06/16/2022,17:54:40,0.053
06/16/2022,17:54:41,0.047
06/16/2022,17:54:42,0.048
06/16/2022,17:54:43,0.049
06/16/2022,17:54:44,0.053
06/16/2022,17:54:45,0.052
06/16/2022,17:54:46,0.050
06/16/2022,17:54:47,0.053
06/16/2022,17:54:48,0.050
06/16/2022,17:54:49,0.046
06/16/2022,17:54:50,0.052
06/16/2022,17:54:51,0.046
06/16/2022,17:54:52,0.046
06/16/2022,17:54:53,0.054
06/16/2022,17:54:54,0.048
06/16/2022,17:54:55,0.047
06/16/2022,17:54:56,0.053
06/16/2022,17:54:57,0.045
06/16/2022,17:54:58,0.045
06/16/2022,17:54:59,0.049
06/16/2022,17:55:00,0.057
06/16/2022,17:55:01,0.055
06/16/2022,17:55:02,0.052
06/16/2022,17:55:03,0.044
06/16/2022,17:55:04,0.059
06/16/2022,17:55:05,0.047
06/16/2022,17:55:06,0.062
06/16/2022,17:55:07,0.045
06/16/2022,17:55:08,0.052
06/16/2022,17:55:09,0.053
06/16/2022,17:55:10,0.047
06/16/2022,17:55:11,0.042
06/16/2022,17:55:12,0.053
06/16/2022,17:55:13,0.041
06/16/2022,17:55:14,0.045
06/16/2022,17:55:15,0.043
06/16/2022,17:55:16,0.042
06/16/2022,17:55:17,0.046
06/16/2022,17:55:18,0.057
06/16/2022,17:55:19,0.048
06/16/2022,17:55:20,0.050
06/16/2022,17:55:21,0.046
06/16/2022,17:55:22,0.055
06/16/2022,17:55:23,0.047
06/16/2022,17:55:24,0.054
06/16/2022,17:55:25,0.045
06/16/2022,17:55:26,0.060
06/16/2022,17:55:27,0.044
06/16/2022,17:55:28,0.047
06/16/2022,17:55:29,0.047
06/16/2022,17:55:30,0.047
06/16/2022,17:55:31,0.047
06/16/2022,17:55:32,0.050
06/16/2022,17:55:33,0.045
06/16/2022,17:55:34,0.047
06/16/2022,17:55:35,0.046
06/16/2022,17:55:36,0.048
06/16/2022,17:55:37,0.046
06/16/2022,17:55:38,0.043
06/16/2022,17:55:39,0.048
06/16/2022,17:55:40,0.044
06/16/2022,17:55:41,0.049
06/16/2022,17:55:42,0.045
06/16/2022,17:55:43,0.040
06/16/2022,17:55:44,0.042
06/16/2022,17:55:45,0.046
06/16/2022,17:55:46,0.055
06/16/2022,17:55:47,0.046
06/16/2022,17:55:48,0.048
06/16/2022,17:55:49,0.045
06/16/2022,17:55:50,0.042
06/16/2022,17:55:51,0.045
06/16/2022,17:55:52,0.043
06/16/2022,17:55:53,0.044
06/16/2022,17:55:54,0.053
06/16/2022,17:55:55,0.049
06/16/2022,17:55:56,0.053
06/16/2022,17:55:57,0.043
06/16/2022,17:55:58,0.047
06/16/2022,17:55:59,0.047
06/16/2022,17:56:00,0.051
06/16/2022,17:56:01,0.043
06/16/2022,17:56:02,0.050
06/16/2022,17:56:03,0.045
06/16/2022,17:56:04,0.048
06/16/2022,17:56:05,0.045
06/16/2022,17:56:06,0.045
06/16/2022,17:56:07,0.049
06/16/2022,17:56:08,0.050
06/16/2022,17:56:09,0.050
06/16/2022,17:56:10,0.039
06/16/2022,17:56:11,0.042
06/16/2022,17:56:12,0.051
06/16/2022,17:56:13,0.043
06/16/2022,17:56:14,0.048
06/16/2022,17:56:15,0.042
06/16/2022,17:56:16,0.048
06/16/2022,17:56:17,0.042
06/16/2022,17:56:18,0.044
06/16/2022,17:56:19,0.044
06/16/2022,17:56:20,0.047
06/16/2022,17:56:21,0.043
06/16/2022,17:56:22,0.047
06/16/2022,17:56:23,0.047
06/16/2022,17:56:24,0.045
06/16/2022,17:56:25,0.046
06/16/2022,17:56:26,0.049
06/16/2022,17:56:27,0.049
06/16/2022,17:56:28,0.050
06/16/2022,17:56:29,0.043
06/16/2022,17:56:30,0.046
06/16/2022,17:56:31,0.043
06/16/2022,17:56:32,0.042
06/16/2022,17:56:33,0.045
06/16/2022,17:56:34,0.048
06/16/2022,17:56:35,0.047
06/16/2022,17:56:36,0.044
06/16/2022,17:56:37,0.044
06/16/2022,17:56:38,0.043
06/16/2022,17:56:39,0.042
06/16/2022,17:56:40,0.046
06/16/2022,17:56:41,0.047
06/16/2022,17:56:42,0.042
06/16/2022,17:56:43,0.041
06/16/2022,17:56:44,0.048
06/16/2022,17:56:45,0.049
06/16/2022,17:56:46,0.050
06/16/2022,17:56:47,0.043
06/16/2022,17:56:48,0.042
06/16/2022,17:56:49,0.049
06/16/2022,17:56:50,0.046
06/16/2022,17:56:51,0.044
06/16/2022,17:56:52,0.047
06/16/2022,17:56:53,0.041
06/16/2022,17:56:54,0.041
06/16/2022,17:56:55,0.043
06/16/2022,17:56:56,0.046
06/16/2022,17:56:57,0.040
06/16/2022,17:56:58,0.038
06/16/2022,17:56:59,0.045
06/16/2022,17:57:00,0.042
06/16/2022,17:57:01,0.046
06/16/2022,17:57:02,0.044
06/16/2022,17:57:03,0.048
06/16/2022,17:57:04,0.044
06/16/2022,17:57:05,0.044
06/16/2022,17:57:06,0.044
06/16/2022,17:57:07,0.046
06/16/2022,17:57:08,0.047
06/16/2022,17:57:09,0.043
06/16/2022,17:57:10,0.041
06/16/2022,17:57:11,0.038
06/16/2022,17:57:12,0.042
06/16/2022,17:57:13,0.041
06/16/2022,17:57:14,0.041
06/16/2022,17:57:15,0.047
06/16/2022,17:57:16,0.042
06/16/2022,17:57:17,0.044
06/16/2022,17:57:18,0.043
06/16/2022,17:57:19,0.049
06/16/2022,17:57:20,0.043
06/16/2022,17:57:21,0.041
06/16/2022,17:57:22,0.041
06/16/2022,17:57:23,0.042
06/16/2022,17:57:24,0.046
06/16/2022,17:57:25,0.039
06/16/2022,17:57:26,0.042
06/16/2022,17:57:27,0.046
06/16/2022,17:57:28,0.036
06/16/2022,17:57:29,0.042
06/16/2022,17:57:30,0.039
06/16/2022,17:57:31,0.041
06/16/2022,17:57:32,0.051
06/16/2022,17:57:33,0.051
06/16/2022,17:57:34,0.053
06/16/2022,17:57:35,0.044
06/16/2022,17:57:36,0.041
06/16/2022,17:57:37,0.040
06/16/2022,17:57:38,0.044
06/16/2022,17:57:39,0.044
06/16/2022,17:57:40,0.048
06/16/2022,17:57:41,0.042
06/16/2022,17:57:42,0.047
06/16/2022,17:57:43,0.044
06/16/2022,17:57:44,0.041
06/16/2022,17:57:45,0.038
06/16/2022,17:57:46,0.046
06/16/2022,17:57:47,0.036
06/16/2022,17:57:48,0.040
06/16/2022,17:57:49,0.039
06/16/2022,17:57:50,0.043
06/16/2022,17:57:51,0.046
06/16/2022,17:57:52,0.048
06/16/2022,17:57:53,0.051
06/16/2022,17:57:54,0.048
06/16/2022,17:57:55,0.043
06/16/2022,17:57:56,0.042
06/16/2022,17:57:57,0.046
06/16/2022,17:57:58,0.042
06/16/2022,17:57:59,0.042
06/16/2022,17:58:00,0.050
06/16/2022,17:58:01,0.043
06/16/2022,17:58:02,0.046
06/16/2022,17:58:03,0.037
06/16/2022,17:58:04,0.043
06/16/2022,17:58:05,0.042
06/16/2022,17:58:06,0.043
06/16/2022,17:58:07,0.040
06/16/2022,17:58:08,0.045
06/16/2022,17:58:09,0.042
06/16/2022,17:58:10,0.043
06/16/2022,17:58:11,0.043
06/16/2022,17:58:12,0.041
06/16/2022,17:58:13,0.041
06/16/2022,17:58:14,0.041
06/16/2022,17:58:15,0.040
06/16/2022,17:58:16,0.040
06/16/2022,17:58:17,0.047
06/16/2022,17:58:18,0.046
06/16/2022,17:58:19,0.039
06/16/2022,17:58:20,0.048
06/16/2022,17:58:21,0.040
06/16/2022,17:58:22,0.041
06/16/2022,17:58:23,0.045
06/16/2022,17:58:24,0.043
06/16/2022,17:58:25,0.044
06/16/2022,17:58:26,0.041
06/16/2022,17:58:27,0.043
06/16/2022,17:58:28,0.040
06/16/2022,17:58:29,0.044
06/16/2022,17:58:30,0.039
06/16/2022,17:58:31,0.057
06/16/2022,17:58:32,0.041
06/16/2022,17:58:33,0.039
06/16/2022,17:58:34,0.039
06/16/2022,17:58:35,0.042
06/16/2022,17:58:36,0.047
06/16/2022,17:58:37,0.039
06/16/2022,17:58:38,0.039
06/16/2022,17:58:39,0.045
06/16/2022,17:58:40,0.042
06/16/2022,17:58:41,0.048
06/16/2022,17:58:42,0.040
06/16/2022,17:58:43,0.043
06/16/2022,17:58:44,0.044
06/16/2022,17:58:45,0.044
06/16/2022,17:58:46,0.040
06/16/2022,17:58:47,0.042
06/16/2022,17:58:48,0.046
06/16/2022,17:58:49,0.043
06/16/2022,17:58:50,0.041
06/16/2022,17:58:51,0.047
06/16/2022,17:58:52,0.042
06/16/2022,17:58:53,0.040
06/16/2022,17:58:54,0.037
06/16/2022,17:58:55,0.042
06/16/2022,17:58:56,0.039
06/16/2022,17:58:57,0.041
06/16/2022,17:58:58,0.041
06/16/2022,17:58:59,0.043
06/16/2022,17:59:00,0.046
06/16/2022,17:59:01,0.036
06/16/2022,17:59:02,0.041
06/16/2022,17:59:03,0.035
06/16/2022,17:59:04,0.038
06/16/2022,17:59:05,0.041
06/16/2022,17:59:06,0.037
06/16/2022,17:59:07,0.040
06/16/2022,17:59:08,0.045
06/16/2022,17:59:09,0.040
06/16/2022,17:59:10,0.040
06/16/2022,17:59:11,0.036
06/16/2022,17:59:12,0.040
06/16/2022,17:59:13,0.043
06/16/2022,17:59:14,0.046
06/16/2022,17:59:15,0.041
06/16/2022,17:59:16,0.043
06/16/2022,17:59:17,0.041
06/16/2022,17:59:18,0.042
06/16/2022,17:59:19,0.039
06/16/2022,17:59:20,0.042
06/16/2022,17:59:21,0.051
06/16/2022,17:59:22,0.041
06/16/2022,17:59:23,0.043
06/16/2022,17:59:24,0.035
06/16/2022,17:59:25,0.040
06/16/2022,17:59:26,0.044
06/16/2022,17:59:27,0.042
06/16/2022,17:59:28,0.036
06/16/2022,17:59:29,0.037
06/16/2022,17:59:30,0.035
06/16/2022,17:59:31,0.043
06/16/2022,17:59:32,0.040
06/16/2022,17:59:33,0.040
06/16/2022,17:59:34,0.043
06/16/2022,17:59:35,0.041
06/16/2022,17:59:36,0.040
06/16/2022,17:59:37,0.046
06/16/2022,17:59:38,0.038
06/16/2022,17:59:39,0.044
06/16/2022,17:59:40,0.037
06/16/2022,17:59:41,0.035
06/16/2022,17:59:42,0.045
06/16/2022,17:59:43,0.040
06/16/2022,17:59:44,0.038
06/16/2022,17:59:45,0.041
06/16/2022,17:59:46,0.036
06/16/2022,17:59:47,0.041
06/16/2022,17:59:48,0.034
06/16/2022,17:59:49,0.041
06/16/2022,17:59:50,0.043
06/16/2022,17:59:51,0.046
06/16/2022,17:59:52,0.036
06/16/2022,17:59:53,0.037
06/16/2022,17:59:54,0.038
06/16/2022,17:59:55,0.045
06/16/2022,17:59:56,0.038
06/16/2022,17:59:57,0.032
06/16/2022,17:59:58,0.040
06/16/2022,17:59:59,0.036
06/16/2022,18:00:00,0.045
06/16/2022,18:00:01,0.042
06/16/2022,18:00:02,0.041
06/16/2022,18:00:03,0.037
06/16/2022,18:00:04,0.041
06/16/2022,18:00:05,0.035
06/16/2022,18:00:06,0.042
06/16/2022,18:00:07,0.039
06/16/2022,18:00:08,0.038
06/16/2022,18:00:09,0.041
06/16/2022,18:00:10,0.037
06/16/2022,18:00:11,0.042
06/16/2022,18:00:12,0.033
06/16/2022,18:00:13,0.039
06/16/2022,18:00:14,0.041
06/16/2022,18:00:15,0.040
06/16/2022,18:00:16,0.039
06/16/2022,18:00:17,0.034
06/16/2022,18:00:18,0.041
06/16/2022,18:00:19,0.037
06/16/2022,18:00:20,0.034
06/16/2022,18:00:21,0.039
06/16/2022,18:00:22,0.038
06/16/2022,18:00:23,0.038
06/16/2022,18:00:24,0.038
06/16/2022,18:00:25,0.036
06/16/2022,18:00:26,0.038
06/16/2022,18:00:27,0.041
06/16/2022,18:00:28,0.038
06/16/2022,18:00:29,0.040
06/16/2022,18:00:30,0.036
06/16/2022,18:00:31,0.047
06/16/2022,18:00:32,0.032
06/16/2022,18:00:33,0.036
06/16/2022,18:00:34,0.034
06/16/2022,18:00:35,0.031
06/16/2022,18:00:36,0.038
06/16/2022,18:00:37,0.032
06/16/2022,18:00:38,0.037
06/16/2022,18:00:39,0.043
06/16/2022,18:00:40,0.041
06/16/2022,18:00:41,0.041
06/16/2022,18:00:42,0.038
06/16/2022,18:00:43,0.045
06/16/2022,18:00:44,0.033
06/16/2022,18:00:45,0.038
06/16/2022,18:00:46,0.041
06/16/2022,18:00:47,0.038
06/16/2022,18:00:48,0.048
06/16/2022,18:00:49,0.044
06/16/2022,18:00:50,0.039
06/16/2022,18:00:51,0.034
06/16/2022,18:00:52,0.036
06/16/2022,18:00:53,0.036
06/16/2022,18:00:54,0.037
06/16/2022,18:00:55,0.038
06/16/2022,18:00:56,0.038
06/16/2022,18:00:57,0.037
06/16/2022,18:00:58,0.043
06/16/2022,18:00:59,0.035
06/16/2022,18:01:00,0.039
06/16/2022,18:01:01,0.037
06/16/2022,18:01:02,0.038
06/16/2022,18:01:03,0.037
06/16/2022,18:01:04,0.032
06/16/2022,18:01:05,0.036
06/16/2022,18:01:06,0.042
06/16/2022,18:01:07,0.040
06/16/2022,18:01:08,0.038
06/16/2022,18:01:09,0.040
06/16/2022,18:01:10,0.039
06/16/2022,18:01:11,0.037
06/16/2022,18:01:12,0.037
06/16/2022,18:01:13,0.041
06/16/2022,18:01:14,0.039
06/16/2022,18:01:15,0.032
06/16/2022,18:01:16,0.039
06/16/2022,18:01:17,0.037
06/16/2022,18:01:18,0.035
06/16/2022,18:01:19,0.039
06/16/2022,18:01:20,0.036
06/16/2022,18:01:21,0.035
06/16/2022,18:01:22,0.039
06/16/2022,18:01:23,0.039
06/16/2022,18:01:24,0.037
06/16/2022,18:01:25,0.033
06/16/2022,18:01:26,0.036
06/16/2022,18:01:27,0.035
06/16/2022,18:01:28,0.036
06/16/2022,18:01:29,0.036
06/16/2022,18:01:30,0.034
06/16/2022,18:01:31,0.035
06/16/2022,18:01:32,0.036
06/16/2022,18:01:33,0.036
06/16/2022,18:01:34,0.035
06/16/2022,18:01:35,0.037
06/16/2022,18:01:36,0.039
06/16/2022,18:01:37,0.040
06/16/2022,18:01:38,0.040
06/16/2022,18:01:39,0.040
06/16/2022,18:01:40,0.037
06/16/2022,18:01:41,0.034
06/16/2022,18:01:42,0.041
06/16/2022,18:01:43,0.040
06/16/2022,18:01:44,0.036
06/16/2022,18:01:45,0.040
06/16/2022,18:01:46,0.032
06/16/2022,18:01:47,0.034
06/16/2022,18:01:48,0.036
06/16/2022,18:01:49,0.032
06/16/2022,18:01:50,0.036
06/16/2022,18:01:51,0.037
06/16/2022,18:01:52,0.043
06/16/2022,18:01:53,0.036
06/16/2022,18:01:54,0.033
06/16/2022,18:01:55,0.044
06/16/2022,18:01:56,0.035
06/16/2022,18:01:57,0.043
06/16/2022,18:01:58,0.046
06/16/2022,18:01:59,0.040
06/16/2022,18:02:00,0.032
06/16/2022,18:02:01,0.039
06/16/2022,18:02:02,0.035
06/16/2022,18:02:03,0.041
06/16/2022,18:02:04,0.038
06/16/2022,18:02:05,0.040
06/16/2022,18:02:06,0.039
06/16/2022,18:02:07,0.034
06/16/2022,18:02:08,0.031
06/16/2022,18:02:09,0.035
06/16/2022,18:02:10,0.035
06/16/2022,18:02:11,0.037
06/16/2022,18:02:12,0.034
06/16/2022,18:02:13,0.044
06/16/2022,18:02:14,0.034
06/16/2022,18:02:15,0.035
06/16/2022,18:02:16,0.039
06/16/2022,18:02:17,0.036
06/16/2022,18:02:18,0.035
06/16/2022,18:02:19,0.038
06/16/2022,18:02:20,0.038
06/16/2022,18:02:21,0.037
06/16/2022,18:02:22,0.038
06/16/2022,18:02:23,0.037
06/16/2022,18:02:24,0.038
06/16/2022,18:02:25,0.038
06/16/2022,18:02:26,0.038
06/16/2022,18:02:27,0.036
06/16/2022,18:02:28,0.044
06/16/2022,18:02:29,0.038
06/16/2022,18:02:30,0.033
06/16/2022,18:02:31,0.034
06/16/2022,18:02:32,0.034
06/16/2022,18:02:33,0.036
06/16/2022,18:02:34,0.034
06/16/2022,18:02:35,0.035
06/16/2022,18:02:36,0.034
06/16/2022,18:02:37,0.034
06/16/2022,18:02:38,0.039
06/16/2022,18:02:39,0.042
06/16/2022,18:02:40,0.037
06/16/2022,18:02:41,0.038
06/16/2022,18:02:42,0.036
06/16/2022,18:02:43,0.041
06/16/2022,18:02:44,0.043
06/16/2022,18:02:45,0.037
06/16/2022,18:02:46,0.038
06/16/2022,18:02:47,0.044
06/16/2022,18:02:48,0.040
06/16/2022,18:02:49,0.034
06/16/2022,18:02:50,0.040
06/16/2022,18:02:51,0.038
06/16/2022,18:02:52,0.040
06/16/2022,18:02:53,0.038
06/16/2022,18:02:54,0.032
06/16/2022,18:02:55,0.038
06/16/2022,18:02:56,0.033
06/16/2022,18:02:57,0.032
06/16/2022,18:02:58,0.048
06/16/2022,18:02:59,0.035
06/16/2022,18:03:00,0.045
06/16/2022,18:03:01,0.034
06/16/2022,18:03:02,0.053
